No,Title,Writer,Date,Status
12152,SERVICE KEY IS NOT REGISTERED ERROR.,김***,2016-09-30,완료
12148,KOICA ODA 사업정보 오류가 납니다.,변***,2016-09-30,완료
12150,경기버스 기반정보 api 연동 관련 문의,박***,2016-09-30,완료
12149,SERVICE KEY IS NOT REGISTERED ERROR 오류로 다시 문의 드립니다.,김***,2016-09-30,완료
12138,대기오염정보조회 서비스 항목값 문의,김***,2016-09-29,완료
12142,병무청운문부분대상이라는데,오***,2016-09-30,완료
12141,정류장 번호 (예:600001) 를 입력하면 정류장에 정차하는 버스 번호를 알려면 무슨 api를 신청해야 하는지요?,한***,2016-09-29,완료
12139,[인천공항] 취항항공사 현황 조회,이***,2016-09-29,완료
12113,재문의,김***,2016-09-27,완료
12096,api 문의,김***,2016-09-27,완료
12143,SERVICE KEY IS NOT REGISTERED ERROR 오류가 발생합니다.,김***,2016-09-30,완료
12145,동네예보 문의드립니다.,권***,2016-09-30,완료
12129,확인 부탁드립니다.,이***,2016-09-28,완료
12140,서비스키 오류,류***,2016-09-29,완료
12130,아파트 매입 실거래 문의,노***,2016-09-28,완료
12135,NO_MANDATORY_REQUEST_PARAMETERS_ERROR,임***,2016-09-29,완료
12137,자료 요청 방법,서***,2016-09-29,완료
12134,열차정보서비스 실시간 시간표 가능?,윤***,2016-09-29,완료
12133,운영계정 신청할 떄 질문드립니다.,장***,2016-09-29,완료
12131,대전광역시 문화축제 오류,조***,2016-09-29,완료
12124,부산 도시철도 api 에 대한 건,신***,2016-09-28,완료
12055,조회 항목 문의 드립니다.,김***,2016-09-23,완료
12127,요청메시지 전달시 인자값을 url에 첨부하였으나 데이터가 나오지 않습니다.,이***,2016-09-28,완료
12126,SERVICE KEY IS NOT REGISTERED ERROR.,안***,2016-09-28,완료
12121,SERVICE ACCESS DENIED ERROR 서비스키 등록,임***,2016-09-28,완료
12077,4가지 질문합니다.,이***,2016-09-26,완료
12119,SERVICE ACCESS DENIED ERROR,이***,2016-09-28,완료
12123,SERVICE ACCESS DENIED ERROR. 문의,최***,2016-09-28,완료
12122,서비스키 오류,조***,2016-09-28,완료
12070,좌표기반 근접 정류소 조회 문의,김***,2016-09-24,완료
12117,인증키 오류가 납니다,민***,2016-09-28,완료
12093,서울 버스 연동 관련 문의 드립니다.,박***,2016-09-26,완료
12116,인증키를 발급받았는데 에러메시지가 뜹니다,조***,2016-09-27,완료
12112,서비스 인증 오류,이***,2016-09-27,완료
12114,API 인증키 관련,온***,2016-09-27,완료
12104,인증키가 안됩니다.,전***,2016-09-27,완료
12110,DEADLINE HAS EXPIRED ERROR.,김***,2016-09-27,완료
12109,인증키 등록 요청,김***,2016-09-27,완료
12098,LIMITED NUMBER OF SERVICE REQUESTS EXCEEDS ERROR.,백***,2016-09-27,완료
12099,인증키 오류 문의 사항입니다.,황***,2016-09-27,완료
12107,인증되지 않은 키 입니다,정***,2016-09-27,완료
12102,인증키 등록 요청,임***,2016-09-27,완료
12103,인증키 등록 요청,이***,2016-09-27,완료
12106,[사용 계정 일일트랙픽 관련 문의],이***,2016-09-27,완료
12095,특일 정보 API,명***,2016-09-27,완료
12091,인증키 질문입니다,김***,2016-09-26,완료
12092,경기버스 차량번호,박***,2016-09-26,완료
12072,SERVICE KEY IS NOT REGISTERED ERROR,홍***,2016-09-25,완료
12090,도착정보조회서비스 이용중 문의사항,신***,2016-09-26,완료
12089,서울시 CCTV위치 데이터 요청합니다.,김***,2016-09-26,완료
12081,서울버스 연동 관련 문의 드립니다.,박***,2016-09-26,완료
12079,미리보기 오류,최***,2016-09-26,완료
12082,경기버스 관련 문의,박***,2016-09-26,완료
12088,특일 정보 API,명***,2016-09-26,완료
12086,"전국 무료와이파이표준데이터, 시외버스정보 인증되지 않은 키 입니다",정***,2016-09-26,완료
12075,SERVICEKEY IS NOT REGIST ERROR,김***,2016-09-25,완료
12073,인증키입력해도 인증키오류가뜹니다.,조***,2016-09-25,완료
12071,버스 정류소 정보 조회서비스 서비스키,김***,2016-09-24,완료
12069,서비스키 등록이안되있는것같습니다.,이***,2016-09-24,완료
12076,서비스키 오류,박***,2016-09-25,완료
12068,문의드립니다.,김***,2016-09-23,완료
12067,인증키를 입력해도 오류가납니다.,조***,2016-09-23,완료
12066,조회가 되지않네여,김***,2016-09-23,완료
12064,한국감정원 주택거래 현황 > 부동산 거래 통계 조회 서비스 > 규모별 부동산 거래건수 조회 API errpr,최***,2016-09-23,완료
12061,서비스 키 SERVICE KEY IS NOT REGISTERED ERROR.,임***,2016-09-23,완료
12060,"상가(상권)정보 ""상가업소 DB""에 대해 궁금합니다..",서***,2016-09-23,완료
12062,기상청 (신)동네예보정보조회서비스 오류,최***,2016-09-23,완료
12058,인증키 등록 에러가 계속 나옵니다,김***,2016-09-23,완료
12057,SERVICE KEY IS NOT REGISTERED ERROR.,이***,2016-09-23,완료
12059,서비스 접근 에러(SERVICE KEY IS NOT REGISTERED ERROR) 문의,선***,2016-09-23,완료
12056,인증키 등록이안되었다고 자꾸나옵니다.,이***,2016-09-23,완료
12051,서버 인증키 때문에 문의드립니다.,정***,2016-09-22,완료
12050,병무청 학적 변동에 관해,최***,2016-09-22,완료
12052,경기도 17번 버스 어이없네요,정***,2016-09-23,완료
12048,건축물대장정보 서비스 - 500에러발생,장***,2016-09-22,완료
12049,회원 가입,이***,2016-09-22,완료
12047,SERVICE KEY IS NOT REGISTERED ERROR + 500 에러,김***,2016-09-22,완료
12045,SERVICE KEY IS NOT REGISTERED ERROR 문의,신***,2016-09-22,완료
12044,서비스 키 등록이 안되어 있습니다.,김***,2016-09-22,완료
12043,아무리 기다려도 안되네요??,김***,2016-09-22,완료
12041,SERVICE ACCESS DENIED ERROR,김***,2016-09-22,완료
12040,한번 더 확인 부탁드립니다.,나***,2016-09-22,완료
12035,Api 운영계정 신청 후 접속문제입니다.,정***,2016-09-22,완료
12039,서비스키 도대체 언제 인증됩니까?,김***,2016-09-22,완료
12038,아무리 기다려도 난..... 안돼.....,나***,2016-09-22,완료
12031,주소 검색 API 문의.,권***,2016-09-21,완료
11939,대학공시정보 대학비교통계 서비스 API문의,최***,2016-09-11,완료
12034,Forbidden 403 에러,유**,2016-09-21,완료
12033,서울 버스 도착 정보 문의,박***,2016-09-21,완료
12027,TAG_END 에러,유**,2016-09-21,완료
12032,문의드립니다.,이***,2016-09-21,완료
12028,SERVICE KEY IS NOT REGISTERED ERROR.,김***,2016-09-21,완료
12021,서비스 접근 거부 에러,유***,2016-09-20,완료
12022,'청소년활동 자원봉사프로그램 목록검색'의 시도구분 항목 값 관련,고***,2016-09-20,완료
12026,SERVICE KEY IS NOT REGISTERED ERROR,최***,2016-09-21,완료
12024,인증키 에러 발생 문의합니다.,이***,2016-09-21,완료
12023,서비스키 에러 관련,유**,2016-09-20,완료
12014,서비스키 에러에 대해서 다시 문의 드립니다,정***,2016-09-20,완료
12013,심의 신청 기간에 대한 문의,김***,2016-09-20,완료
12002,api url 접속이 안됩니다.,박***,2016-09-20,완료
12019,승인상태 이상,김***,2016-09-20,완료
12020,미래창조과학부 주소 관련 API 문의.,권***,2016-09-20,완료
12018,SERVICE KEY IS NOT REGISTERED ERROR.,강***,2016-09-20,완료
12008,노선정보조회 서비스 관련 문의,최***,2016-09-20,완료
12011,청소년 활동정보 자원봉사프로그램 서비스. ServiceKey 관련 문의,고***,2016-09-20,완료
12012,한국산업인력공단 에서 제공 하는 정보 중복 아닌가요?,김***,2016-09-20,완료
12017,대기오염정보 조회 서비스 서비스 키 문의 입니다.,김***,2016-09-20,완료
12009,키에러가 납니다 확인부탁드립니다,박***,2016-09-20,완료
11876,요양기관 개업 현황 2015 자료에 대한 오류 신고 하였습니다.,이***,2016-09-06,완료
12005,API 활용 방안,황***,2016-09-20,완료
12000,서비스키 에러나네요,정***,2016-09-19,완료
12001,에러,김***,2016-09-19,완료
11986,데이터 이상 문의드립니다.,김***,2016-09-19,완료
11999,키인증 오류 문의 드립니다.,박***,2016-09-19,완료
11973,key인증 실패,강***,2016-09-17,완료
11983,오류신고,서***,2016-09-19,완료
11993,api 서버가 응답이없습니다.,박***,2016-09-19,완료
11992,SERVICE KEY IS NOT REGISTERED ERROR,홍***,2016-09-19,완료
11975,응답결과 NODATA_ERROR,김***,2016-09-17,완료
11995,인증 모듈 에러,강***,2016-09-19,완료
11994,부산시 버스운행정보 서비스키 동기화가 되지 않습니다.,임***,2016-09-19,완료
11991,인증 모듈 에러,강***,2016-09-19,완료
11988,인증모듈에러코드,강***,2016-09-19,완료
11985,SERVICE KEY IS NOT REGISTERED ERROR,정***,2016-09-19,완료
11984,SERVICE KEY IS NOT REGISTERED ERROR,최***,2016-09-19,완료
11977,SERVICE KEY IS NOT REGISTERED ERROR 확인요청,고***,2016-09-18,완료
11978,url로 데이터에 접근을 하려 하는데요,정***,2016-09-18,완료
11969,공공데이터 api 질문,조***,2016-09-14,완료
11970,국문 관광정보 서비스,조***,2016-09-14,완료
11966,버스도착정보,이***,2016-09-14,완료
11965,SERVICE KEY IS NOT REGISTERED ERROR,이***,2016-09-13,완료
11740,사업장 정보조회 서비스 데이터 관련,김***,2016-08-25,완료
11964,한국공항공사에서 제공하는 항공기 운항정보 api 관련 문의 드립니다.,김***,2016-09-13,완료
11963,필수 요청 Parameter(인증키) 가 존재하지 않습니다. 라고 뜨네요,이***,2016-09-13,완료
11948,SERVICE KEY IS NOT REGISTERED ERROR.[인증모듈 에러코드(30)],곽***,2016-09-12,완료
11962,5613번 문의 작성자입니다.,김***,2016-09-13,완료
11959,고속도로 서비스키 오류,홍***,2016-09-13,완료
11957,데이터가 반환되지 않습니다.,김***,2016-09-13,완료
11955,필수 요청 Parameter(인증키) 가 존재하지 않습니다. 라고 표출됩니다.,강***,2016-09-12,완료
11960,활용 신청,이***,2016-09-13,완료
11958,SERVICE KEY IS NOT REGISTERED ERROR,장***,2016-09-13,완료
11953,SERVICE KEY IS NOT REGISTERED ERROR.,허***,2016-09-12,완료
11945,SERVICE KEY IS NOT REGISTERED ERROR.,정**,2016-09-12,완료
11947,서비스 인증키 동기화가 진행되고 있지 않습니다.,진***,2016-09-12,완료
11943,한국감정원 데이터 오류 관련 문의,표***,2016-09-12,완료
11949,Key 인증실패,김***,2016-09-12,완료
11944,버스 정류소 조회정보서비스  SERVICE KEY NOT REGISTERED ERROR,최***,2016-09-12,완료
11952,SERVICE KEY IS NOT REGISTERED ERROR 에러입니다,손***,2016-09-12,완료
11936,데이터가 안나옵니다...,김***,2016-09-09,완료
11941,서울시 버스 데이터 SERVICE KEY IS NOT REGISTERED ERROR.[인증모듈 에러코드(30)],권***,2016-09-12,완료
11937,기상청 예보 서비스에 대한 질문입니다.,김***,2016-09-10,완료
11938,"전국 병의원 찾기서비스, 기타8개 API",송***,2016-09-11,완료
11940,신체검사 관련,배***,2016-09-12,완료
11879,업데이트가 안된 부분이 있네요.,이***,2016-09-06,완료
11925,데이터 파일 url 관련 질문,김***,2016-09-09,완료
11928,전국 병의원 찾기 서비스  api,이***,2016-09-09,완료
11932,신청이 완료됬는데 실행하면 본문과 같은 오류메세지가 나옵니다.,최***,2016-09-09,완료
11927,주가정보 API 신청하였는데요. 평소보지못한 에러메시지가..,김***,2016-09-09,완료
11926,활용신청 부분,이***,2016-09-09,완료
11922,일일 트래픽에 관하여,정***,2016-09-09,완료
11920,대기오염정보 조회 서비스,김***,2016-09-08,완료
11919,경상남도 김해시 음식점 정보조회서비스 SERVICE KEY 에러 문제,백***,2016-09-08,완료
11916,트래픽 증가에 따른 일일트래픽증설요청,이***,2016-09-08,완료
11915,국토부 공동주택 입찰결과공지 정보제공 서비스 문의드립니다.,신***,2016-09-08,완료
11914,인증키 분실시 알수 있는 방법은,정***,2016-09-08,완료
11913,재 문의 드립니다.,최***,2016-09-08,완료
11902,인증실패라고 뜹니다.,김***,2016-09-08,완료
11910,대기오염정보 조회 서비스의 승인 기간은 보통 얼마나 걸리나요?,김***,2016-09-08,완료
11901,데이터 조회 문제,은***,2016-09-08,완료
11908,국문 관광정보 서비스 개발계정 트래픽 관련,김**,2016-09-08,완료
11900,headerCd의 의미?,구***,2016-09-08,완료
11899,SERVICE ACCESS DENIED ERROR 출력,이***,2016-09-08,완료
11836,호출에러가 납니다.,최***,2016-09-02,완료
11898,장기요양보험관련...,최***,2016-09-07,완료
11897,리절트코드 99 현상 문의드립니다.,이***,2016-09-07,완료
11886,국민연금사업장정보 질문드립니다.,김***,2016-09-07,완료
11895,대기오염정보 조회에 관련하여 문의 드립니다.,변***,2016-09-07,완료
11894,축산물이력정보서비스 문의드립니다.,김***,2016-09-07,완료
11880,서울 버스 정류소목록조회 관련 문의,박***,2016-09-06,완료
11891,9월 1일에 올린 문의의 재답변을 기다립니다.,신***,2016-09-07,완료
11888,(신)동네예보정보정보조회서비스 api 관련 문의드립니다.,김***,2016-09-07,완료
11892,서비스키 관련하여 질문드립니다,이***,2016-09-07,완료
11882,우편번호 통합 검색 서비스 문의,정***,2016-09-07,완료
11878,전국 동물병원 API,홍***,2016-09-06,완료
11857,적조정보관련 문의드립니다.,박***,2016-09-05,완료
11872,운영서버에서 기상청 API 호출시 UnKnownHost 에러,임***,2016-09-06,완료
11860,울산 HUB 공공데이터 이용 service key관련.,김***,2016-09-06,완료
11866,서비스 유형의 문의,장***,2016-09-06,완료
11870,서비스 xml 데이터를 json 데이터로 연동할려면  서비스 변경신청을 해야 하나요?,김***,2016-09-06,완료
11869,api 호출 시  인증키 관련 문제,이***,2016-09-06,완료
11867,대기오염 조회시 SERVICE KEY IS NOT REGISTERED ERROR,박***,2016-09-06,완료
11864,신청된 서비스 호출하니 역시 같은 같은 메시지가 나옵니다.. 소스좀 봐주세요 뭐가 문제인가요?,김***,2016-09-06,완료
11865,방화벽 문제에 따른 IP문의,박***,2016-09-06,완료
11833,검사기관과 관련해 질문합니다.,이***,2016-09-02,완료
11851,우편번호 서비스 인증키 관련,정***,2016-09-05,완료
11858,호출 제한 limit 을 늘릴 수 있을지 문의드립니다.,이***,2016-09-05,완료
11855,등록일 질문,조***,2016-09-05,완료
11847,국민연금 사업장 정보조회 서비스 관련,김***,2016-09-05,완료
11853,본 홈페이지에서 제공하는 자바 샘플코드 발급받은 서비스 키를 넣고 컴파일하면  첨부파일 에러 납니다,김***,2016-09-05,완료
11854,기본적으로 제공하는 샘플코드에 서비스키만 넣어서 서비스 거부가 나면 어떻게 하라고 하는건가요?,김***,2016-09-05,완료
11826,연안여객터미널 실시간 운항정보 의 결과 개수가 totalCount와 일치하지 않습니다.,이***,2016-09-02,완료
11850,리절트코드 99 현상 문의드립니다.,이***,2016-09-05,완료
11842,데이터 파일 다운로드 관련 문의,김***,2016-09-03,완료
11844,SERVICE ERROR SERVICE KEY IS NOT REGISTERED ERROR. 200,김***,2016-09-04,완료
11841,서비스키 에러,이***,2016-09-03,완료
11835,전국 동물병원 현황,손***,2016-09-02,완료
11829,간헐적으로 resultCode 99 가 나오는 현상,이***,2016-09-02,완료
11834,트래픽 초과로 운영계정신청하였습니다. 언제쯤 Limit가 풀릴까요?,김***,2016-09-02,완료
11825,인증키오류,이***,2016-09-02,완료
11823,open api key 관련 문의,이***,2016-09-02,완료
11830,API 호출 결과 결과가 0건으로 나옵니다.,이***,2016-09-02,완료
11827,데이터 전체 다운로드 관련 문의드립니다.,김***,2016-09-02,완료
11816,경기버스 서버 장애인가요?,박***,2016-09-02,완료
11824,기상청 서비스 키 관련 장애 문의,최***,2016-09-02,완료
11665,정보가 잘못나왔습니다.,이***,2016-08-18,완료
11813,아직도 개선이 안되었나 보군요.,이***,2016-09-01,완료
11812,관리자 권한 변경,신***,2016-09-01,완료
11811,한국승강기안전공단 국내 승강기 보유 현황에 대해,이***,2016-09-01,완료
11808,서비스 키 에러 문제 입니다.,차***,2016-09-01,완료
11810,서비스 응답 반환 자료에 대한 건,신***,2016-09-01,완료
11807,SERVICE KEY IS NOT REGISTERED ERROR,김***,2016-09-01,완료
11591,[확인요청] 일부 페이지 결과값이 중복되어 반환됩니다.,김***,2016-08-09,완료
11805,resultCode 99 관련 문의,이***,2016-08-31,완료
11806,안녕하세요. open api 관련 문의드립니다.,최***,2016-08-31,완료
11804,동네예보 데이터,전***,2016-08-31,완료
11782,의료기관별상세정보서비스 데이타 가져오기,손***,2016-08-30,완료
11801,운영계정 신청에서 에러가 발생합니다.,손***,2016-08-31,완료
11803,국회도서관 OPEN API 서비스 오류 문의,이***,2016-08-31,완료
11800,사유 - SERVICE KEY IS NOT REGISTERED ERROR,구***,2016-08-31,완료
11797,JAVA로 출력 결과 한글깨짐문제,이***,2016-08-30,완료
11792,SERVICE KEY IS NOT REGISTERED ERROR,김***,2016-08-30,완료
11795,공공 api 도시코드 목록 조회 관련,박***,2016-08-30,완료
11794,서울/경기버스 연동 관련 문의,박***,2016-08-30,완료
11793,경기도 버스 연동 오류,박***,2016-08-30,완료
11798,예전 데이터는 못가지고 오나요?,전***,2016-08-30,완료
11701,계약종별별 전력사용현황 서비스 - OpenAPI 2015년 12월 경기도 데이터 않나옴,전***,2016-08-23,완료
11787,서비스키 인증 오류,김***,2016-08-30,완료
11768,가용한 세션이 존재하지 않습니다.,전***,2016-08-29,완료
11789,이틀내내 SERVICE KEY IS NOT REGISTERED ERROR. 가 나와요,김***,2016-08-30,완료
11788,서비스 키 오류,송***,2016-08-30,완료
11786,Open api 개발계정과 운영계정에 차이점이 뭔가요?,남***,2016-08-30,완료
11785,서비스 키 관련,구***,2016-08-30,완료
11783,다이렉트 접근시 등록되지 않는 서버 아이피 입니다.,김***,2016-08-30,완료
11769,가용한 세션이 존재하지 않습니다,권***,2016-08-29,완료
11781,서비스키 관련 오류,구***,2016-08-30,완료
11766,정류소정보조회서비스 문의드립니다.,송***,2016-08-29,완료
11779,가용한 세션이 존재하지않는다고 문의했었는데요.,전***,2016-08-30,완료
11772,정류소정보조회 서비스의 getRouteByStationList가 작동하지 않습니다.,이***,2016-08-29,완료
11773,정류소정보조회 서비스의 getStationByNameList 데이터가 정확하게 나오지 않습니다.,이***,2016-08-29,완료
11780,[오픈 API] 아파트매재 실거래가 관련,조***,2016-08-30,완료
11777,안녕하세요. 입찰공고 정보에 대한 문의입니다.,박***,2016-08-30,완료
11776,인증키 오류,김***,2016-08-29,완료
11774,UNREGISTERED IP ERROR.,권***,2016-08-29,완료
11770,UNREGISTERED IP ERROR.,권***,2016-08-29,완료
11746,"대전버스, 노선별 경유 정류소 목록  조회 서비스 API 오류 문의",김***,2016-08-25,완료
11764,운영계정 취소 처리,홍***,2016-08-29,완료
11762,신동네예보조회  결과 에러코드 확인 요청 SERVICE ACCESS DENIED ERROR,박***,2016-08-29,완료
11761,전국 병의원 및 약국 데이터셋(2016) 문의,이***,2016-08-29,완료
11760,SERVICE KEY IS NOT REGISTERED ERROR,이***,2016-08-29,완료
11756,모집분야에 대해 궁금한 것이 있습니다.,정***,2016-08-28,완료
11757,SERVICE KEY NOT REGISTERED ERROR,장***,2016-08-28,완료
11755,서비스키 관련 문의,이***,2016-08-27,완료
