No,Title,Writer,Date,Status
11327,Key인증실패: SERVICE KEY IS NOT REGISTERED ERROR.[인증모듈 에러코드(30)],차***,2016-07-14,완료
11325,SERVICE ACCESS DENIED ERROR,곽***,2016-07-13,완료
11323,경기 버스 정보 정류소 정보,박***,2016-07-13,완료
11322,경상남도 사천시_전통시장_20160430  관련입니다.,김***,2016-07-13,완료
11320,SERVICE KEY IS NOT REGISTERED ERROR,윤***,2016-07-13,완료
11316,"99, SERVICE KEY IS NOT REGISTERED ERROR",이***,2016-07-13,완료
11315,API 호출 오류 건,최***,2016-07-12,완료
11301,기타생활불편신고서비스 OpenAPI 활용 문의,박***,2016-07-11,완료
11313,open api 운영계정 신청시 수정은 안돼나요??,이***,2016-07-12,완료
11307,"잘되던 aPI ""가용한 세션이 존재하지 않습니다."" 란 메세지를 띄웁니다.",김***,2016-07-12,완료
11305,SERVICE KEY IS NOT REGISTERED ERROR.,김***,2016-07-12,완료
11304,보건의료 관련 질문 드립니다.,최***,2016-07-12,완료
11300,사과 말씀드립니다.,김***,2016-07-11,완료
11296,실거래가 조회 관련 문의,서***,2016-07-11,완료
11299,2013년 약최고고조면 해안선 자료를 신청해서 받으려고 하는데요,윤***,2016-07-11,완료
11295,도로명주소 우편번호 조회서비스 api를 이용하여 에러가 발생하여 문의 합니다.,김***,2016-07-11,완료
11273,API 요청 횟수 오류 발생.,김***,2016-07-07,완료
11291,운영계정 신청 관련,임***,2016-07-11,완료
11292,국토 교통부에서 지원하는 지하철 정보 에대하여 문의 드립니다.,한***,2016-07-11,완료
11293,소속 기관 변경 처리는 어떻게 해야하나요?,송***,2016-07-11,완료
11289,동네예보정보조회서비스 호출횟수제한 문의입니다.,임***,2016-07-11,완료
11288,시도별 대기정보 질문입니다.,나***,2016-07-11,완료
11277,항공기 운항정보 중복된 값이 나옵니다.,신***,2016-07-08,완료
11287,대구광역시 도로망 cad 파일 문의,한***,2016-07-11,완료
11286,학교급식정보,유***,2016-07-11,완료
11285,SERVICE KEY IS NOT REGISTERED ERROR.,조***,2016-07-11,완료
11284,SERVICE ACCESS DENIED ERROR,곽***,2016-07-10,완료
11282,우리동네 예보 질문,송***,2016-07-09,완료
11279,공공api 질문,박***,2016-07-08,완료
11274,api key 오류,김***,2016-07-07,완료
11276,대기오염정보 조회 서비스 문의드립니다.,나***,2016-07-08,완료
11275,SERVICE KEY IS NOT REGISTERED ERROR.</,육***,2016-07-08,완료
11271,약품 처방내역 정보를 해석하기 위해 주성분코드 - 주성분명칭 정보를 찾고 있습니다.,김***,2016-07-07,완료
11269,버스도착정보조회 서비스 api 관련,임***,2016-07-07,완료
11267,기상청 open api에 경우 운영계정 트래픽이 궁금합니다.,강***,2016-07-07,완료
11265,서울병무청,이***,2016-07-07,완료
11264,입찰공고목록 정보에 대한 용역조회에 대한 서비스을 할려고 하는데 에러가 계속 뜹니다.,선***,2016-07-07,완료
11266,개선 건의입니다,서***,2016-07-07,완료
11262,서버 유형과 방화벽에 대한 질문,서***,2016-07-06,완료
11263,중기예보정보조회서비스,임***,2016-07-07,완료
11260,[인천공항]여객편 주간 운항현황 api 예제가 파일변환형식?으로 나타나질 않습니다.,전***,2016-07-06,완료
11261,우편번호 서비스 관련,김***,2016-07-06,완료
11249,공공데이터 확인,황***,2016-07-06,완료
11253,권한 관련 오류 알려드립니다,서***,2016-07-06,완료
11256,도로명주소조회서비스 정상서비스 여부 문의드립니다.,오***,2016-07-06,완료
11257,지금 도로명주소 지번 모두 안되네요.ㅠㅠ 여러군데 연동하는데 빠른확인및조치부탁드립니다.,김***,2016-07-06,완료
11258,우편번호 api 서비스 현재 작동되지 않습니다.,정***,2016-07-06,완료
11255,버스 오픈 api 활용,박***,2016-07-06,완료
11235,전국주차장표준데이터 언제쯤 정상화될까요?,손***,2016-07-05,완료
11254,10분 단위의 강수량 데이터 제공 관련 문의,지***,2016-07-06,완료
11244,대중교통환승경로 조회 서비스  문의 드립니다.,정***,2016-07-05,완료
11246,건축물대장 운영 연계 신청 승인 부탁합니다.,서***,2016-07-05,완료
11242,SERVICE KEY IS NOT REGISTERED ERROR?,장***,2016-07-05,완료
11240,공공데이터 요청,조***,2016-07-05,완료
11238,"기상청 제공 API 중 ""시정""을 확인할 수 있는 API가 있는지요?",박***,2016-07-05,완료
11239,인증키 받았는데 SERVICE KEY IS NOT REGISTERED ERROR 이게 계속 뜹니다.,전***,2016-07-05,완료
11232,건축물대장 표제부 조회 테스트시 서비스 에러가 납니다.,김***,2016-07-05,완료
11218,건의드립니다,서***,2016-07-02,완료
11154,전문/산업지정업체정보목록조회서비스 openAPI문의,김***,2016-06-24,완료
11222,전국주차장 표준데이터API문의 드립니다.,손***,2016-07-04,완료
11214,토지임야정보조회서비스 응답데이터관련,박***,2016-07-01,완료
11227,SERVICE KEY IS NOT REGISTERED ERROR 입니다.,김***,2016-07-04,완료
11224,데이터 신청 문의입니다.,정***,2016-07-04,완료
11228,제주관광지정보api == SERVICE ACCESS DENIED ERROR,이***,2016-07-04,완료
11225,SERVICE KEY IS NOT REGISTERED ERROR,김***,2016-07-04,완료
11226,호출URL,윤***,2016-07-04,완료
11223,항공기 운항정보 서비스키 오류라고 자꾸 뜨네요,김***,2016-07-04,완료
11219,라이센스 표시관련 문의,이***,2016-07-03,완료
11217,실시간경매속보서비스 운영계정 트래픽 문의,김***,2016-07-01,완료
11205,공공데이터 신청 입니다.,박***,2016-07-01,완료
11210,농수축산물 도매시장 상세 경락가격서비스 서비스가 안됩니다.,이***,2016-07-01,완료
11213,재문의드립니다,나***,2016-07-01,완료
11212,문의드립니다,나***,2016-07-01,완료
11211,동네예보 API 문의,강***,2016-07-01,완료
11208,동네예보 API 문의,강***,2016-07-01,완료
11206,활용 사례 관련해서 문의를 드리고자 합니다.,민***,2016-07-01,완료
11204,인증키 오류 SERVICE KEY IS NOT REGISTERED ERROR,김***,2016-07-01,완료
11203,서비스 인증 오류[SERVICE KEY IS NOT REGISTERED ERROR.],김***,2016-06-30,완료
11201,안녕하세요. SERVICE_KEY_IS_NOT_REGISTERED_ERROR 발생 때문에 문의 하려고 합니다.,이***,2016-06-30,완료
11200,안녕하세요 데이터 제공문제 때문에 문의드립니다.,박***,2016-06-30,완료
11197,전력예보 API 신청 승인인데 SERVICE ACCESS DENIED ERROR??,김***,2016-06-30,완료
11191,전국 학교 급식 정보 API를 활용할수가없네요..,오***,2016-06-30,완료
11196,버스정류장위치서비스 api 관련 문의,이***,2016-06-30,완료
11190,의약품허가정보조회 공공 api 오류 문의,박***,2016-06-29,완료
11180,의약품허가 정보조회,박***,2016-06-29,완료
11189,의약품허가정보조회 공공 api 오류 문의,박***,2016-06-29,완료
11185,주소기반으로 주변 버스 정류소 검색,J******,2016-06-29,완료
11188,의약품허가정보조회 공공 api 오류 문의,박***,2016-06-29,완료
11187,사업자번호 정보조회,박***,2016-06-29,완료
11186,API 오류응답 문의,박***,2016-06-29,완료
11183,공공데이터 활용관련 문의드립니다,김***,2016-06-29,완료
11182,SERVICE KEY IS NOT REGISTERED ERROR 오류..,신***,2016-06-29,완료
11166,기상정보 데이터 확인요청,고***,2016-06-28,완료
11172,인천공항 승객 예고 관련 문의입니다.,김***,2016-06-28,완료
11178,버스도착정보조회 서비스 이용중입니다. 궁금한것이 있어 질문드립니다.,최***,2016-06-28,완료
11176,기상정보데이터 재질문입니다.(위에거에 이어서),손***,2016-06-28,완료
11177,동원훈련과 주소이전,백***,2016-06-28,완료
11175,SERVICE KEY IS NOT REGISTERED ERROR 에러가 발생해요.,J******,2016-06-28,완료
11171,(신)동네예보정보조회서비스 데이터 확인요청입니다.,손***,2016-06-28,완료
11169,SERVICE KEY IS NOT REGISTERED ERROR가 발생합니다.,정***,2016-06-28,완료
11167,공지사항 등록요청,이***,2016-06-28,완료
11165,확인요청 입니다.,육***,2016-06-28,완료
11163,인증키 에러 문의,전***,2016-06-27,완료
11162,인증키 에러 관련 문의,서***,2016-06-27,완료
11161,관리자 권한 문의,이***,2016-06-27,완료
11159,공지사항 등록요청.,이***,2016-06-27,완료
11157,api키 발급,배***,2016-06-25,완료
11156,api키 발급 문의입니다.,서***,2016-06-24,완료
11150,나라장터 오픈api 99 에러 확인 요청,김***,2016-06-24,완료
11153,패키지 함수 오류가 뜹니다.,정***,2016-06-24,완료
11133,조달청 연계 API 문의입니다.,이**,2016-06-23,완료
11127,경기도버스 API / 6641번 노선,김***,2016-06-22,완료
11137,회원정보 수정 관련 문의,서***,2016-06-23,완료
11139,전국병원정보 목록 요청에 대한 부분 입니다.,육***,2016-06-23,완료
11140,동네예보 문의,이***,2016-06-23,완료
11135,인천공항 open api 여객편 운항현황,김***,2016-06-23,완료
11136,SERVICE KEY IS NOT REGISTERED ERROR,박***,2016-06-23,완료
11128,open api 활용 관련 문의드립니다.,이***,2016-06-22,완료
11134,공통연계모듈 질문드립니다,이***,2016-06-23,완료
11129,나라장터 OPEN API 관련 질문,김***,2016-06-23,완료
11130,공지사항 등록 요청,이***,2016-06-23,완료
11090,서귀포시청 OpenAPI,송***,2016-06-20,완료
11112,"공공데이터 활용 및 상업적 이용 관련,",최***,2016-06-22,완료
11124,광명시 공공데이터 목록만 확인할 수 있는 주소는 어떤건가요?,김***,2016-06-22,완료
11116,공공데이터 문의,신***,2016-06-22,완료
11111,품목별 국가별 수출입실적 서비스 문의,윤***,2016-06-22,완료
11119,마사회 API 관련 문의,신***,2016-06-22,완료
11118,직업상 예비군훈련을 받을 수 없는 경우는 어떻게 해야 하나요?,강***,2016-06-22,완료
11110,공공 Data의 상업적 이용 관련 문의,이***,2016-06-22,완료
11109,대기오염 통계 서비스 SERVICE ACCESS DENIED ERROR 문의,임***,2016-06-21,완료
11099,국내 독성가스 유통 정보 요청,황***,2016-06-21,완료
11096,대전버스 API 오류 문의,김***,2016-06-21,완료
11106,동네예보 url 질문드립니다,황***,2016-06-21,완료
11103,openapi 사용과 관련하여 문의 드립니다.,이***,2016-06-21,완료
11097,SERVICE ACCESS DENIED ERROR,함***,2016-06-21,완료
11101,API 접속 오류 - SmartCDS Message,웹***,2016-06-21,완료
11087,안녕하세요,조***,2016-06-20,완료
11091,안녕하십니까 ? 노선정보조회 서비스 관련 문의 드립니다.,정***,2016-06-20,완료
11088,공공데이터 요청 관련,양***,2016-06-20,완료
11082,열람 방법,김***,2016-06-19,완료
11086,공공자료 요청드립니다.,한***,2016-06-20,완료
11083,자료활용신청  문의,김***,2016-06-20,완료
11080,대전버스 API 문의,김***,2016-06-18,완료
11089,SERVICE KEY IS NOT REGISTERED ERROR,김***,2016-06-20,완료
11068,기상청 데이터사용에 대한 질문입니다.,김***,2016-06-16,완료
11081,인증키 관련 질문입니다,홍***,2016-06-19,완료
11078,공공데이터 등록 관련 문의,p******,2016-06-17,완료
11076,KEY 발급좀 부탁드리겠습니다,권***,2016-06-17,완료
11077,대중교통환승경로 조회 서비스 이용 시 오류,정***,2016-06-17,완료
11071,트래픽 초과관련..,박***,2016-06-17,완료
11042,대전버스 API 문의,김***,2016-06-15,완료
11072,운영계정관련문의,김***,2016-06-17,완료
11063,데이터 요청,황***,2016-06-16,완료
11062,서울버스 트래픽 초과관련,박***,2016-06-16,완료
11064,공공 Data의 상업적 이용 관련 문의,이***,2016-06-16,완료
11059,서비스키 오류,전***,2016-06-16,완료
11056,활용사례 등록 요청,비**,2016-06-16,완료
11055,우편번호 조회 운영계정 승인부탁드려요..,홍***,2016-06-15,완료
11054,국문 관광정보 서비스 문의,옥***,2016-06-15,완료
11050,버스 기본 정보 관련 재문의,임***,2016-06-15,완료
11049,운영계정url관련,신***,2016-06-15,완료
11043,버스 기본 정보 관련,임***,2016-06-15,완료
11040,지역명 조회 문의,김***,2016-06-15,완료
11039,사업장 정보조회 서비스 관련 문의드릴것이 있습니다.,이***,2016-06-14,완료
11038,운영계정 승인 부탁드립니다,양***,2016-06-14,완료
11013,품목별 국가별 수출입실적 서비스 문의,윤***,2016-06-10,완료
11030,동네예보정보조회서비스 사용시 서비스접속 문의 v2,표***,2016-06-13,완료
11033,병원코드정보서비스,이***,2016-06-13,완료
11032,안녕하세요 서울특별시에서 제공되어지는버스도착정보조회 서비스에 궁금한점이 있어서 문의드립니다.,김***,2016-06-13,완료
11012,안녕하세요 인천국제공항공사[승객예고제] 관련 문의 입니다.,김***,2016-06-10,완료
11034,또 트래픽 문제 발생 하네요,안***,2016-06-14,완료
11029,소방서위치정보서비스 활용,안***,2016-06-13,완료
11019,트래픽이 남았는데 왜 22번 오류가 나올까요,안***,2016-06-13,완료
11025,동네예보정보조회서비스 사용시 서비스접속 문의,표***,2016-06-13,완료
11027,api 승인관련,임***,2016-06-13,완료
11026,SERVICE ACCESS DENIED ERROR (요청정보 추가),이***,2016-06-13,완료
11024,경기 버스 도착 정보에 마을 버스 는 안뜨나요??,지***,2016-06-13,완료
11023,접근권한 재문의,이***,2016-06-13,완료
11022,접근권한 오류,이***,2016-06-13,완료
11021,(신)동네예보정보조회서비스 요청 관련,권***,2016-06-13,완료
11018,SERVICE ACCESS DENIED ERROR,이***,2016-06-13,완료
11017,국가표준곤충목록 서비스가 데이터 조회가 안됩니다.,김***,2016-06-12,완료
11016,LIMITED NUMBER OF SERVICE REQUESTS EXCEEDS ERROR.,곽***,2016-06-11,완료
11015,서비스 키 관련 다시 문의드려요 ㅠㅠ,최***,2016-06-11,완료
11011,SERVICE KEY IS NOT REGISTERED ERROR 발생,이***,2016-06-10,완료
11005,승강기 api  오류,김***,2016-06-10,완료
11014,서비스가 막힙니다,장***,2016-06-10,완료
11002,정류소정보조회 서비스 api관련,임***,2016-06-09,완료
11007,오픈API 사용신청 관련 문의,이***,2016-06-10,완료
11009,미세먼지 예보api,신***,2016-06-10,완료
11004,데이터 업데이트 주기,이***,2016-06-10,완료
11008,기관회원 가입관련 문의,이***,2016-06-10,완료
11003,서비스 키 등록 에러 관련 질문 드립니다.,최***,2016-06-09,완료
10999,오픈api 사용 관련 문의입니다.,이***,2016-06-09,완료
11000,데이터에 대한 민원이 들어왔을 때 해결방안,박***,2016-06-09,완료
10845,소상공인 데이터 업데이트 문의,황***,2016-05-25,완료
10998,서비스 키 에러 뜨는데,장***,2016-06-09,완료
10995,산재재활기관관리정보,남***,2016-06-08,완료
10996,공공데이터 활용사례에 대해서,안***,2016-06-09,완료
10993,버그를 발견했는데.,채***,2016-06-08,완료
10988,건축인허가 데이터 관련 문의,정***,2016-06-08,완료
10990,안녕하세요.,조***,2016-06-08,완료
10991,전국에 여행지/숙박업소/ 영화관같은 데이터,류***,2016-06-08,완료
10979,목록변경 신청,고***,2016-06-08,완료
10985,국토 교통부에서 지원하는 지하철 정보 에대하여 문의 드립니다.,한***,2016-06-08,완료
10975,공통인증에러,송***,2016-06-07,완료
10981,정보조회시 정보가 조회되지 않는 문제가 있는 것 같습니다.,오***,2016-06-08,완료
10963,수산물 위판정보 API 문의,이***,2016-06-07,완료
10976,서비스키 에러,문***,2016-06-07,완료
10982,개발계정에서 운영계정 신청 후,정***,2016-06-08,완료
10983,인증키,김***,2016-06-08,완료
10974,한국공항공사/인천공항공사 api 문의,곽***,2016-06-07,완료
10873,근로복지지원현황 데이터가 안나옵니다...,남***,2016-05-29,완료
10960,공공 표준데이터 업데이트 주기,윤***,2016-06-06,완료
10973,공공API 사용기간 문의,육***,2016-06-07,완료
10967,다시 미세먼지가....,신***,2016-06-07,완료
10972,재문의,김***,2016-06-07,완료
10971,api 인증키,김***,2016-06-07,완료
10964,Open API,송***,2016-06-07,완료
10966,이번엔 날씨예보..,신***,2016-06-07,완료
10818,인증키 오류,이***,2016-05-23,완료
10912,SERVICE KEY IS NOT REGISTERED ERROR,이***,2016-06-01,완료
10965,고속버스정보서비스 문의,김***,2016-06-07,완료
10962,미세먼지관련,신***,2016-06-07,완료
10961,SERVICE KEY IS NOT REGISTERED ERROR.,송***,2016-06-07,완료
10959,"4인가족 주거용으로 사용된 전기사용량 ,수도량의 1년치 월별평균 사용량 통계자료를 알고 싶습니다.",김***,2016-06-05,완료
10952,(긴급)트래픽 관련 요청,이***,2016-06-03,완료
10953,(신)동네예보정보조회서비스  데이터 조회가 안됩니다.,심***,2016-06-03,완료
10950,의료기관별상세정보서비스 SERVICE KEY IS NOT REGISTERED ERROR.,김***,2016-06-03,완료
10951,공공데이터 활용사례에 대해서,안***,2016-06-03,완료
10948,SERVICE KEY IS NOT REGISTERED ERROR.,이***,2016-06-03,완료
10946,입국관광통계서비스 REGISTERED ERROR,이***,2016-06-03,완료
10947,날씨 데이터 연동 문의,유*****,2016-06-03,완료
10939,제주도민 관련해서 질문드립니다,김***,2016-06-02,완료
10943,(신)동네예보정보조회서비스 요청 시 응답결과 0으로 제공되는 현상 관련,김***,2016-06-03,완료
10926,정보조회시 정보가 조회되지 않는 문제가 있는 것 같습니다.,오***,2016-06-02,완료
10942,(신)동네예보정보조회서비스 문의 드립니다.,연***,2016-06-02,완료
10927,서울버스 도착 api 에러발생중입니다.,박***,2016-06-02,완료
10938,wnddpd01 인증키 오류 확인 요청,임***,2016-06-02,완료
10913,토지임야정보조회서비스 오류관련 문의,이***,2016-06-01,완료
10901,공공서비스 활용목적 변경,양***,2016-05-31,완료
10934,버스도착정보조회 서비스를 신청후 일반 인증키까지 받았는데 결과가 안뜹니다.,최***,2016-06-02,완료
10925,인증모듈 설치 후 서버 실행 오류 메세지,문***,2016-06-02,완료
10922,SERVICE KEY IS NOT REGISTERED ERROR,조***,2016-06-01,완료
10933,인증키 관련 문의 드립니다.,임***,2016-06-02,완료
10904,서울버스 도착 api  에러발생중입니다.,박***,2016-06-01,완료
10914,대중교통환승경로 조회 서비스 오류,김***,2016-06-01,완료
10915,기관담당자입니다.,이***,2016-06-01,완료
10903,가격정보현황 - 인증키 확인,황***,2016-05-31,완료
10918,관리자로 변경 어떻게 하는건가요?,이***,2016-06-01,완료
10905,API 정보,송***,2016-06-01,완료
10902,해병대 입대 문의,김***,2016-05-31,완료
10882,공공취업정보 API 관련,뽐******,2016-05-30,완료
10892,제주도민과 관광객 유동인구 조사 데이타에서,김***,2016-05-31,완료
10896,소속기관 변경,김***,2016-05-31,완료
10898,우리동네 실시간날씨 관련,김***,2016-05-31,완료
10897,징병검사 질문입니다,이***,2016-05-31,완료
10893,계정 정보 중 사이트 주소 변경 방법,고****,2016-05-31,완료
10894,동네예보보회 서비스 문의,권***,2016-05-31,완료
10891,공공데이터 활용신청건 문의드립니다.,김***,2016-05-31,완료
10889,이전질문에 이어서 다시한번 문의드립니다.,오***,2016-05-31,완료
10881,청구그린기관 목록 검색 조회가 동작하지 않습니다.,오***,2016-05-30,완료
10883,openapi 사용관련,정***,2016-05-30,완료
10888,오픈 API 관련 문의드립니다.,이***,2016-05-31,완료
10887,데이터가 열리지 않습니다,성***,2016-05-31,완료
10885,미세먼지 정보  서비스키 에러,김***,2016-05-31,완료
10886,재학생 입영연기 관련,조***,2016-05-31,완료
10875,서울시 버스 API 사용,박***,2016-05-30,완료
10880,open API - 정상 호출 관련 문의,육***,2016-05-30,완료
10877,국어 사전 DB,전***,2016-05-30,완료
10874,보건기상지수url,김***,2016-05-29,완료
10876,트래픽,이***,2016-05-30,완료
10878,인증키 오류,권***,2016-05-30,완료
10779,국가전문자격 시험 시행일정 조회 서비스 실사이트(qnet)과의 데이터 오류문제,문***,2016-05-18,완료
10872,징병검사 질문있습니다.,박***,2016-05-29,완료
10871,실시간 정보 중에 궁금한게 있습니다!,김***,2016-05-29,완료
10855,외국인 명의 사업자 등록 현황,백***,2016-05-26,완료
10867,학원 및 교습소 정로 관련,이***,2016-05-27,완료
10689,대중교통환승경로 조회 서비스 API에 대해서 재 문의 하려고 합니다.,김***,2016-05-09,완료
10866,인증키 오류,김***,2016-05-27,완료
10865,인증키 오류,박***,2016-05-27,완료
10862,노원구자전거대여소 이용현황,남***,2016-05-27,완료
10851,인증키 오류,김***,2016-05-26,완료
10861,대기오염정보 조회 서비스 문의,김***,2016-05-27,완료
10858,조달청 입찰.낙찰정보를 받아보고 있씁니다.,윤***,2016-05-26,완료
10857,가공식품DB 관련 문의,신***,2016-05-26,완료
10860,문의 드립니다.,안***,2016-05-26,완료
10853,(신)동네예보 - 초단기실황 관련 데이터 문의 및 트래픽 초기화 요청,이***,2016-05-26,완료
10859,문의드립니다,이***,2016-05-26,완료
10856,동네예보정보조회 서비스 관련 재문의,유***,2016-05-26,완료
10849,(신)동네예보정보조회서비스 인증키 관련 문의,유***,2016-05-26,완료
10848,"대기오염정보 조회 서비스, (신)동네예보정보조회서비스 문의입니다.",장***,2016-05-26,완료
10847,기상청 데이터 누락,김***,2016-05-26,완료
10850,어린이 놀이 시설 정보를 받지 못 합니다,이***,2016-05-26,완료
10852,트래픽 초기화 문의,정***,2016-05-26,완료
10846,공지사항 등록 요청.,이***,2016-05-25,완료
10843,api 문의,홍***,2016-05-25,완료
10842,전국 응급의료정보조회 서비스 이용 문의 입니다.,백**,2016-05-25,완료
10837,공공데이터 정비결과 제출 관련,고***,2016-05-25,완료
10841,오픈API 일기도 결과오류 문의,허***,2016-05-25,완료
10836,(구)지번주소조회 서비스 서비스 호출 오류입니다.,이***,2016-05-25,완료
10835,한국관광공사 TourAPI 국문서비스 상세정보 안되고 있습니다.,백***,2016-05-24,완료
10834,전국 병의원 및 약국 데이터셋,이***,2016-05-24,완료
10833,목록삭제 질의 2,고***,2016-05-24,완료
10828,공공데이타 문의,이***,2016-05-24,완료
10827,공공데이터 아이디어 공모전 진행상황,채***,2016-05-23,완료
10816,보행자어린이 교통사고 api관련 질문입니다.,정***,2016-05-23,완료
10805,서비스 신청하고 언제쯤 서비스 가능한가요?,윤***,2016-05-20,완료
10821,[대기오염정보 조회 서비스] IP변경신청 승인 기간,정***,2016-05-23,완료
10824,의약품허가정보조회 관련 문의,고***,2016-05-23,완료
10825,일일트레픽,이***,2016-05-23,완료
10819,공모전 결과 나왔나요~?,조***,2016-05-23,완료
10815,공공데이터 OPEN API 인증키 에러가 납니다.,고***,2016-05-23,완료
10810,인증키가 제대로 작동안합니다..그리고 중지신청을 잘못눌렀습니다. 취소할수있을까요?,박***,2016-05-21,완료
10806,인증키가 안됩니다.,강***,2016-05-20,완료
10811,다중이용시설 실내공기질 점검결과에 대한 자료요청,김***,2016-05-21,완료
10804,빠른97년생인데,양***,2016-05-20,완료
10800,회원 정보 수정 문의,송***,2016-05-20,완료
10793,동네예보 데이터 관련 문의,전***,2016-05-19,완료
10796,데이터 요청,진***,2016-05-19,완료
10795,울산 버스 실시간 정보 문의,고****,2016-05-19,완료
10789,NORMAL SERVICE,정***,2016-05-19,완료
10774,공공누리 유형별 공공데이터 제공여부,김***,2016-05-17,완료
10780,에러문의,윤***,2016-05-18,완료
10788,SERVICE KEY IS NOT REGISTERED ERROR 메세지가 뜨네요.,김***,2016-05-18,완료
10786,빠른97년생이고 의무경찰에 합격했는데 따로 징병검사 안받아도 되나요??,이***,2016-05-18,완료
10785,포털 이용 문의,김***,2016-05-18,완료
10778,에러 문의,윤***,2016-05-18,완료
10777,인증키 ERROR,선***,2016-05-18,완료
10699,태양광 전문기업정보 항목관련 질문,나***,2016-05-10,완료
10772,공공데이터 제공요청 관련,김***,2016-05-17,완료
10775,업무습득을 위한 방문 가능여부 문의,안***,2016-05-17,완료
10769,등록되지 않은 서비스키라고 뜹니다,조***,2016-05-17,완료
10770,서비스 key 인증 문제,허***,2016-05-17,완료
10742,SERVICE ACCESS DENIED ERROR,육***,2016-05-13,완료
10759,제주도 유동인구 (관광객),변***,2016-05-16,완료
10765,기상청 중기예보데이터 누락,김***,2016-05-17,완료
10768,기상청 중기예보정보조회 문의드립니다.,이***,2016-05-17,완료
10764,인터넷 익스플로러 10버전 에서 관리자 페이지 페이지 깨짐,이***,2016-05-16,완료
10744,[건축물대장정보 서비스] 와 관련하여 문의,박***,2016-05-13,완료
10762,공지사항 등록 요청,이***,2016-05-16,완료
10757,회원정보_사업자등록번호 수정 문의,임***,2016-05-16,완료
10755,활용현황 문의,이***,2016-05-16,완료
10750,대기오염정보 조회 서비스 지역 정보 없음,권***,2016-05-14,완료
10753,대기오염정보조회 API 샘플 오류가 뜹니다.,정***,2016-05-15,완료
10752,대기오염정보 조회 서비스 주변 측정소 반환,권***,2016-05-15,완료
10746,"실무담당자, 업무담당자 등록방법",김***,2016-05-13,완료
10743,담당자 전출에 따른 아이디 변경 문의,김***,2016-05-13,완료
10729,기상청 동네예보서비스 오류,김***,2016-05-12,완료
10736,인증키 문제,육***,2016-05-13,완료
10740,심의 진행 요청,조***,2016-05-13,완료
10738,승인 신청 관련,조***,2016-05-13,완료
10733,나라장터 개찰결과 개찰완료 목록 조회 API오류문의,장***,2016-05-13,완료
10731,공공데이터 활용에 대한 질문드립니다.,백***,2016-05-13,완료
10728,인증키 문제,전***,2016-05-12,완료
10732,기상청 중기예보서비스 오류,김***,2016-05-13,완료
10725,서비스 KEY 문제,육***,2016-05-12,완료
10724,지방 전력 수요량 관련 질문입니다.,구***,2016-05-12,완료
10722,축산물통합이력정보 인증키 오류가 발생합니다.,오***,2016-05-12,완료
