No,Title,Writer,Date,Status
784,RE:RE:리퀘스트 에러 문의,최***,2012-03-13,완료
787,키 정보 확인 부탁드립니다.,최***,2012-03-13,완료
786,지하철 이용경로 목록 조회에서 역정보에 관한 내용..,김***,2012-03-13,완료
785,서비스 사용 신청했습니다.,김***,2012-03-13,완료
782,Key인증실패 문의합니다.,최***,2012-03-12,완료
781,질문드립니다.,최***,2012-03-11,완료
778,(수정)좌표기반 근접 정류소 목록조회 문의요,최***,2012-03-09,완료
779,서울 버스 API 인증키 오류,박***,2012-03-12,완료
774,인증키 문의,송***,2012-03-09,완료
777,아래 답변 관련,박***,2012-03-08,완료
780,"프로그램 활용 신청을 하였는데, 며칠 째 '신청' 상태입니다.",신***,2012-03-09,완료
776,RE:리퀘스트 에러 문의,최***,2012-03-08,완료
775,도로명 주소 인증키를 어디에서 볼수 있나요?,오***,2012-03-08,완료
766,보육키 등록했는데요... 아직도 30 서비스키 미등록 에러 납니다.,이***,2012-03-06,완료
770,서울 버스 도착 정보조회 서비스 신청 문의,황***,2012-03-08,완료
772,도로명 API 인증키 관련,박***,2012-03-08,완료
773,API 문의,우***,2012-03-08,완료
768,버스 정류소 key에 대한 문의,심***,2012-03-07,완료
771,도로명 모바일키 등록관련,박***,2012-03-08,완료
757,버스정보API관련 질문.,양***,2012-03-05,완료
758,[버스 App.] 버스정보 Open API 관련 Lib.,박***,2012-03-05,완료
767,대중교통환승경로 조회 서비스 신청 후 승인은 얼마나 걸리는지요?,김***,2012-03-06,완료
765,일일트래픽 관련 문의 사항,류***,2012-03-06,완료
762,아래 문의에 대한 답변문제,주***,2012-03-06,완료
755,일일트래픽,주***,2012-03-04,완료
706,경기도 버스정보 연동 문의,김***,2012-02-04,완료
593,보육 관련 서비스,양***,2011-12-01,완료
561,설문조사와 관련하여,홍***,2011-11-22,완료
754,인증키 등록 실패,안***,2012-03-02,완료
753,일일트래픽이 임의적으로 변경되었습니다.,안***,2012-03-01,완료
752,인증키 생성 후 도로명 주소 xml호출 오류 문의,박***,2012-02-29,완료
751,인증키 인코딩,김***,2012-02-27,완료
748,고유번호별 정류소 항목 조회 데이터 값중 의문점,심***,2012-02-24,완료
750,버스 정류소번호와 번스번호에 대한 질문입니다.,박***,2012-02-27,완료
715,인증이 안됩니다.,이***,2012-02-09,완료
747,인증키 관련,이***,2012-02-22,완료
746,버스도착정보조회 서비스 관련 문의,김***,2012-02-21,완료
745,모바일키 사용기간,안***,2012-02-21,완료
744,인증모듈 에러코드[30],배***,2012-02-21,완료
742,조금 전에 전화로 url encoding관련해서 문의 입니다.,박***,2012-02-21,완료
743,인증키,인***,2012-02-21,완료
736,버스정보api 관련 문의,이***,2012-02-17,완료
737,인증키 오류가 발생 합니다.,이***,2012-02-20,완료
740,api키 인증실패,심***,2012-02-20,완료
741,오늘 갑자기 인증오류가 납니다,오***,2012-02-20,완료
739,한달간 사용하던 서비스키가 갑자기 인증키 오류가 납니다.,김***,2012-02-20,완료
731,서비스키가 등록되지 않았다고 나옵니다.,원***,2012-02-15,완료
733,인증키 문제 인데요,최***,2012-02-16,완료
734,제 서비스키는 어디서확인할수 있는지궁금합니다.,노***,2012-02-17,완료
735,인증키 받았는데 Key 인증실패라고 나오네요.,(******,2012-02-17,완료
726,다시 질문합니다.,안***,2012-02-15,완료
728,서비스키 관련 질문,최***,2012-02-15,완료
730,api 사용관련,강***,2012-02-15,완료
732,SERVICE KEY IS NOT REGISTERED ERROR,구***,2012-02-16,완료
720,경기도 기반정보조회 관련,김***,2012-02-13,완료
727,경기도 기반정보조회 승인요청 부탁드립니다.,김***,2012-02-14,완료
729,api사용방법,강***,2012-02-15,완료
704,test code 입니다.,김***,2012-02-03,완료
714,활용목적,김***,2012-02-09,완료
718,Key인증실패되고 이용도 안됩니다.,안***,2012-02-11,완료
725,서비스키 인증이 안되서 사용이 불가합니다..,최***,2012-02-14,완료
721,승인 문제,심***,2012-02-13,완료
722,모바일 키 이용 문의,박***,2012-02-13,완료
723,노선정보조회서비스 인증실패,심***,2012-02-14,완료
717,SERVICE KEY IS NOT REGISTERED ERROR,구***,2012-02-10,완료
711,승인결과 관련 문의~!,김***,2012-02-07,완료
719,서비스 키 인증오류 관련,이***,2012-02-11,완료
709,모바일 인증키 관련 질문드립니다.,노***,2012-02-06,완료
712,경기도 버스 인증키 신청 문의,김***,2012-02-09,완료
710,인증키심사관련,(******,2012-02-07,완료
705,모바일키 질문입니다.,안***,2012-02-03,완료
702,경기도 버스 조회 신청을 했는데..,박***,2012-02-03,완료
707,인증키 관련 문의~!,김***,2012-02-06,완료
708,bus api 관련 문의,이***,2012-02-06,완료
683,국회도서관 OPEN API - REST 방식,구***,2012-01-18,완료
694,서비스활용신청시 서버IP 에 관하여,이***,2012-01-30,완료
700,식약청의 식품허위과대광고 관련 API 문의,최***,2012-02-02,완료
703,인증키 관련 문의~!,김***,2012-02-03,완료
699,서비스키 관련하여 다시 문의 드립니다.,김***,2012-02-01,완료
698,key 인증 문제,정***,2012-02-01,완료
697,전화 문의 드렸던 사람입니다.,김***,2012-02-01,완료
690,key인증 실패,정***,2012-01-26,완료
691,[재문의]공유자원포털 이용 관련,최***,2012-01-26,완료
692,버스(서울) API 개발 관련 질문입니다.,이***,2012-01-26,완료
689,Key인증실패: LIMITED NUMBER OF SERVICE REQUESTS EXCEEDS ERROR,박***,2012-01-25,완료
688,서비스 키 미등록이라고 나옵니다.,이***,2012-01-25,완료
686,서비스키 관련하여 다시 문의 드립니다.,강**,2012-01-20,완료
687,서비스 활용 신청후 변경,이***,2012-01-24,완료
684,서비스키 등록 에러라고 합니다.,강**,2012-01-19,완료
682,키 오류 관련,장***,2012-01-17,완료
681,API 인증키에 관련해서 질문드립니다.,오***,2012-01-17,완료
680,서울버스 api 관련 질문입니다.,김***,2012-01-17,완료
679,활용변경신청 후 서비스 키 재발급을 받아야 하나요?,박***,2012-01-17,완료
675,서비스키를 발급받았습니다.,박***,2012-01-12,완료
676,법제처 api 서비스키관련 재 문의,김***,2012-01-12,완료
672,법제처 API관련 문의,김***,2012-01-10,완료
673,서비스키 오류,김***,2012-01-10,완료
674,인증키가 등록되지 않았다고 응답이 옵니다.,강***,2012-01-11,완료
656,비상업용의 경우 어느 선까지가 비상업용인지요?,송***,2011-12-29,완료
664,버스정보와 지하철 정보 문의,박***,2012-01-09,완료
668,버스도착정보서비스를 신청했습니다.,박***,2012-01-09,완료
667,정식 서비스를 해야하는데 키를 재발급 받아야 하나요?,박***,2012-01-09,완료
666,안녕하세요..공유자원포털 정보 관련 문의,최***,2012-01-09,완료
665,라이브러리 파일에 대해 문의드립니다.,박***,2012-01-09,완료
662,API Key 관련,윤***,2012-01-03,완료
663,새주소 API관련,황***,2012-01-05,완료
659,서비스 키 확인좀 부탁드립니다,김***,2012-01-01,완료
658,도로명주소 api관련,황***,2012-01-02,완료
660,어플리케이션 에러라고 뜹니다.,노***,2012-01-02,완료
636,식품의약품안전청 서비스 문의,(******,2011-12-15,완료
655,서비스키관련하여 문의드립니다.,김***,2011-12-28,완료
654,서비스 키 문의 드립니다.,정***,2011-12-28,완료
652,정류소 고유 아이디 관련 질문 드립니다.,오***,2011-12-26,완료
650,정류소정보조회 서비스 관련 질문입니다.,오***,2011-12-23,완료
642,검색엔진에 색인되는것은 왜 막으세요?,어****,2011-12-18,완료
651,매쉬업 대회때 수상했던 허성우라고 합니다,허***,2011-12-25,완료
649,앱개발시 문의사항,송***,2011-12-22,완료
648,"위치기반 정류소 검색에서 사용되는 xa, xb, ya, yb는 어떤 데이터를 넣어야하나요?",박***,2011-12-22,완료
633,Key인증실패: SERVICE KEY IS NOT REGISTERED ERROR[인증모듈 에러코드(30)],김***,2011-12-13,완료
634,윈도폰에서 작업할려고 하는데..,박***,2011-12-22,완료
647,서비스 인증 키 질문입니다.,정***,2011-12-22,완료
645,문의 드립니다.,이***,2011-12-20,완료
623,결제후 데이터 다운로드 문제,나***,2011-12-09,완료
627,계속해서 service key가 등록되지 않았다고 나옵니다.,황***,2011-12-10,완료
624,버스정보에 대한 문의 입니다.,이***,2011-12-09,완료
610,버스정보 신청관련...,노***,2011-12-07,완료
449,활용신청 반려건,김***,2011-10-27,완료
456,보육정보 데이타 문의,황***,2011-10-28,완료
465,키 발급은 받았습니다. 활용 방법을 설명한 곳이 어디에 있나요?,권***,2011-11-01,완료
494,앱개발 문의,박***,2011-11-07,완료
594,버스정보 관련 문의입니다.,송***,2011-12-01,완료
601,신청 취소 관련,나***,2011-12-06,완료
613,식품의약품안전청 담당자 정보 오류,(******,2011-12-08,완료
607,부적합식품정보조회 API 현재 서비스되는건가요,최***,2011-12-07,완료
611,SOAP 접근 관련 문의,비***,2011-12-08,완료
612,서비스키(인증키) 발급 프로그램 문의,이***,2011-12-08,완료
622,안녕하세요,허***,2011-12-09,완료
619,등록키 관련 문의,이***,2011-12-09,완료
597,서비스 인증키 에러,윤***,2011-12-04,완료
596,버스관련 정보 문의드립니다!,노***,2011-12-01,완료
591,서비스키 재발급 관련해서 확인 부탁드립니다.,옥***,2011-11-29,완료
576,등록되지 않은 서비스키입니다,정***,2011-11-25,완료
553,새주소 api에 대해서 물어봅니다.,이***,2011-11-22,완료
564,신청후 취소,황***,2011-11-23,완료
587,버스도착정보조회 서비스 문의건,김***,2011-11-28,완료
590,인증키 확인 부탁드립니다.,윤***,2011-11-29,완료
568,공연전시정보조회 서비스관련,박***,2011-11-23,완료
573,최대 트래픽 관련해서 궁금한게 있습니다.,이***,2011-11-24,완료
563,보육관련 서비스의 샘플예제를 받고싶습니다.,이***,2011-11-23,완료
556,문화재청 API 관련 질문드립니다.,권***,2011-11-22,완료
555,안녕하세요.,오***,2011-11-22,완료
551,도로명주소조회서비스 에서 XML 데이터 가져오기,진***,2011-11-22,완료
554,서비스 키 다시 한번 확인 부탁드립니다.,권***,2011-11-22,완료
550,보건지수와 생활지수 지역에 관한 정보는 어디서 얻나요?,진***,2011-11-21,완료
549,인증키 발급이 정상적으로 됐는지 모르겠습니다.,권***,2011-11-21,완료
543,서울시 버스정보 시스템 OpenAPI 사용중 질문드립니다.,강***,2011-11-21,완료
540,서비스키가 등록이 안됩니다.,강***,2011-11-18,완료
541,서비스키가 등록되지 않았다고 나옵니다.,김***,2011-11-18,완료
518,재질문,유*****,2011-11-15,완료
480,프로그램 활용 신청,이***,2011-11-04,완료
508,공개키 발급은 어디서?,이***,2011-11-11,완료
534,공개키는 어디서 발급받나요?,정***,2011-11-17,완료
530,공연전시정보조회서비스,이***,2011-11-16,완료
519,안녕하세요.  방금전화로 노선정보조회 서비스 관련 문의 드린 내용입니다.,오***,2011-11-15,완료
513,기상청 생활기상지수조회 질문,이***,2011-11-14,완료
483,문화재 관련 API 사용방법에 대해서 알고 싶습니다.,권***,2011-11-04,완료
485,문화재청 api사용,유*****,2011-11-05,완료
492,안녕하세요 식품의약품안전청 API 에 대해서 질문 있습니다.,박***,2011-11-07,완료
511,서비스키(인증키) 관련 문의 드립니다,심***,2011-11-13,완료
495,서비스 요청 결과가 APPLICATION ERROR 나오는 문제입니다.,이***,2011-11-08,완료
501,서비스 요청 메시지 ID 항목에 대한 설명 좀 부탁 드립니다.,뽀***,2011-11-10,완료
504,문의,허***,2011-11-10,완료
496,서울시 교통api 트래픽제한에 관한 문의입니다,조***,2011-11-08,완료
488,인증키가 에러가 납니다.,임***,2011-11-07,완료
482,문의,허***,2011-11-04,완료
481,에러코드가 이게 어떤 에러코드인지를 모르겠네요...,고**,2011-11-04,완료
381,트래픽 제한에 관하여..,이***,2011-10-05,완료
394,답이 없어 다시 질문드립니다.,이***,2011-10-07,완료
455,경기도 위치조회 및 기반정보 서비스 문의,오***,2011-10-28,완료
468,공공정보 제공 동의서 가 필요한 상황입니다,심***,2011-11-01,완료
479,키를 다시 받지 않고 확인하는 방법은 없나요???,고**,2011-11-03,완료
473,승인된 키로 접속이 안됩니다.,김***,2011-11-02,완료
474,위치기반정보 서비스 신청이 완료 되었습니다.,서***,2011-11-02,완료
463,안녕하세요~,정***,2011-11-01,완료
472,인증키 신청 질문,정***,2011-11-02,완료
469,갑자기 인증키 오류...,김***,2011-11-02,완료
466,결과가 없다고 나옵니다.,김***,2011-11-01,완료
470,승인받은 키로 접속이 안됩니다.,권***,2011-11-02,완료
464,아래 질문의 답변이 이상합니다.,김***,2011-11-01,완료
462,[급]데이타 활용 추가 신청 하려면 어떻게 해야 하나요?,김***,2011-11-01,완료
461,실제 자료를 가져 올 수 없습니다.,김***,2011-10-31,완료
459,공연문화정보 api 관련해서 문의 드립니다.,주***,2011-10-30,완료
458,인증키 오류가 나요...,김***,2011-10-29,완료
457,헷갈리네요....,김***,2011-10-30,완료
454,문의,허***,2011-10-28,완료
453,파서를 할때...,김***,2011-10-28,완료
452,7Key인증실패:,권***,2011-10-28,완료
451,재질문,유*****,2011-10-27,완료
447,설문조사 오류,홍***,2011-10-27,완료
448,서비스 인증 오류[어플리케이션 에러입니다.],김***,2011-10-27,완료
445,인증키 발급 및 트래픽양 수정,유*****,2011-10-26,완료
444,버스도착예정정보 API구현 관련,이***,2011-10-26,완료
442,기반정보관리 서비스 허가가 안나는이유?,서***,2011-10-25,완료
435,인증키 신청처리 지연,김***,2011-10-20,완료
436,경기도 버스 노선번호 알려고 신청했는데..,서***,2011-10-21,완료
437,일일 트래픽 수정 신청 및 경기도 버스 API 승인 지연 문의드립니다.,오***,2011-10-21,완료
432,기상청 산업기상지수 조회서비스_지역코드문의,이***,2011-10-19,완료
439,인증키 발급에 대하여,이***,2011-10-21,완료
421,서비스키,임***,2011-10-14,완료
428,보육정보 조회 서비스 승인 문의,황***,2011-10-17,완료
431,인증키발급에대하여,정***,2011-10-18,완료
429,인증키 발급 절차.,이***,2011-10-18,완료
426,문의,허***,2011-10-14,완료
423,문의,윤***,2011-10-14,완료
417,문의,허***,2011-10-13,완료
420,지번주소조회 서비스 문의 드립니다.,이***,2011-10-13,완료
411,문의드립니다.,고***,2011-10-13,완료
412,알려주신데로 하니..,김***,2011-10-13,완료
413,개발 가이드 문의 드립니다.,이***,2011-10-13,완료
414,문의,허***,2011-10-13,완료
410,질문에 정성 어린 답변 감사드리며..,김***,2011-10-13,완료
409,데이터 승인..,이***,2011-10-12,완료
408,기반정보관리... 언제쯤 승인되요?,서***,2011-10-12,완료
405,도착정보가넘어 오지 않아 문의 드립니다.,김***,2011-10-12,완료
404,서울시 버스 api 오류사항 문의,김***,2011-10-11,완료
407,활용신청 문의,황***,2011-10-12,완료
406,문의,허***,2011-10-12,완료
400,다시 한번 문의 드립니다.,이***,2011-10-10,완료
398,개발 도중 문의 드릴께 있습니다.,김***,2011-10-10,완료
392,농식품안전정보서비스에서 제공하는 Foodsafety News 가 문제가 있습니다.,송***,2011-10-07,완료
386,버스 고유번호 노선번호 .. 맞는건가요?,서***,2011-10-06,완료
385,서비스키문제,이***,2011-10-06,완료
380,문의,허***,2011-10-05,완료
383,[해당 오픈API서비스가 없거나 폐기되었습니다.] 라고 뜹니다.,최***,2011-10-05,완료
384,서비스키문제..,서***,2011-10-06,완료
370,서울 버스 api 의 getArrInfoByRoute,강***,2011-09-30,완료
378,생활속식품이야기 조회 서비스 (SERVICE KEY IS NOT REGISTERED ERROR.),송***,2011-10-04,완료
377,국가공유자원포탈 open api 13종을 활용하려면 api key는 각 기관별 습득을 해야하나요?,김***,2011-10-04,완료
376,질문을 하려는데 자꾸 비정상적인 접속이라면 메인 홈페이지로 리다이렉트 됩니다.,김***,2011-10-04,완료
373,공유자원포털 openAPI를 사용하려는데에 질문이 있어 문의드립니다.,김***,2011-10-04,완료
369,서비스키,허***,2011-09-30,완료
364,api관련 추가 문의 드립니다.,박***,2011-09-27,완료
362,SERVICE KEY IS NOT REGISTERED ERROR,김***,2011-09-27,완료
363,국회도서관 정보 문의 드립니다.,박***,2011-09-27,완료
360,경유노선전체정류소별 도착예정정보 목록 조회 api문의 드립니다.,강***,2011-09-26,완료
356,앱 개발에 따른 질문입니다.,윤***,2011-09-21,완료
359,질문 드립니다,강***,2011-09-22,완료
346,문화재 관련 api 활용안내 링크가 깨져있습니다,김***,2011-09-19,완료
345,xml내용,황***,2011-09-19,완료
344,에러코드 관련,황***,2011-09-19,완료
342,신청 승인에 소요되는 시간이 어떻게 되나요?,김***,2011-09-17,완료
343,인증키 실패 원인,황***,2011-09-19,완료
341,안드로이드 모바일 개발 문의,티***,2011-09-16,완료
331,경기도 버스정보 인증키 문제,유***,2011-09-09,완료
330,등록되지 않은 서비스키 오류,최***,2011-09-08,완료
329,궁금합니다..,박***,2011-09-08,완료
328,공유자원에 대한 샘플,정******,2011-09-05,완료
327,모바일 앱 개발시 궁금사항입니다.,안***,2011-09-05,완료
323,좌표기반 정류소 조회에 대한 질문입니다.,오***,2011-08-29,완료
325,새로 발급된 키를 알려주시기 바랍니다^^,성***,2011-08-30,완료
324,답변 감사했습니다.  한가지 더 여쭤보겠습니다..,성***,2011-08-30,완료
322,버스도착정보 서울특별시 인증키 관련 질문 드립니다.,김***,2011-08-28,완료
320,처리가 언제쯤 될까요?,정***,2011-08-26,완료
292,오픈 api키 발급,박***,2011-07-28,완료
301,오픈 api 관련,이***,2011-08-16,완료
321,버스 도착정보 사용방법에 대해 문의드립니다..,성***,2011-08-26,완료
319,발급된 키를 어디서 확인할 수 있나요?,성***,2011-08-24,완료
318,[TOPIS]노선번호에 관한 질문입니다.,오***,2011-08-23,완료
316,버스도착 정보 관련 Request parameter 질문좀 드릴께용~~,강***,2011-08-22,완료
317,"여행, 관광, 숙박 관련 데이터 공유 확인 요청드립니다.",김***,2011-08-22,완료
314,버스도착정보 api Registered Error,강***,2011-08-22,완료
296,버스도착정보조회 서비스 위치기반서비스사업 신고에 관하여 문의드려요,김***,2011-08-01,완료
311,노선정보및 정류소 키관련,윤***,2011-08-18,완료
304,노선 정보 서비스 에러,윤***,2011-08-17,완료
302,오픈 api테스트시 에러,윤***,2011-08-16,완료
298,API 서블릿에서 사용할때의 문제점 질문입니다..,백***,2011-08-08,완료
297,검색구분 적용방법,김***,2011-08-02,완료
295,우편번호 조회 관련 openapi,김***,2011-07-31,완료
294,open api키 발급에 관하여 문의드려요,김***,2011-07-29,완료
293,인코딩 관련 문제 요청,이***,2011-07-28,완료
291,버스오픈api 키신청,박***,2011-07-26,완료
290,노선정보조회 관련 문의드립니다.,고***,2011-07-24,완료
288,인증키 발급 문의,김***,2011-07-22,완료
287,버스 OpenAPI 관련 문의,허***,2011-07-21,완료
286,키 인증 여부.,이***,2011-07-18,완료
285,openapi.epost.go.kr이 접근이 안됩니다.,이***,2011-07-15,완료
284,서울시 버스운행정보 API 라이브러리 구축환경 질문입니다.,백***,2011-07-13,완료
281,도로명주소조회 API의 데이터 결과가 제대로 나오지 않습니다.,이***,2011-07-09,완료
283,버스도착정보조회 서비스 프로그램을 신청하였는데 보류되었습니다.,김***,2011-07-12,완료
280,자동승인되었음에도 SERVICE KEY IS NOT REGISTERED ERROR. 라고 나오네요.,이***,2011-07-08,완료
282,서비스키 관련 에러,문***,2011-07-10,완료
278,서비스 통계 데이터 다운로드 안됩니다,김***,2011-07-07,완료
276,api신청란에 활용희망일은 무엇인가요?,문***,2011-06-02,완료
277,"문화정보조회서비스,공연전시정보 등 서비스 활용 신청시 해당 서비스명과 오퍼레이션이 출력되지 않아 신청 불가 합니다.",김***,2011-07-06,완료
