No,Title,Writer,Date,Status
16382,건강검진 기관검색에서 문의사항,박***,2017-12-19,완료
16380,API 호출 관련 문의 드립니다.,김***,2017-12-19,완료
16381,국토해양부 실거래가 검삭에서 사용하는 &quot;각 지역별코드&quot; 어디에서 확인 할 수 있나요 ?,김***,2017-12-19,완료
16370,대기오염정보 조회 서비스 운영계정 신청했는데 아직 신청중으로 나오네요,이**,2017-12-17,완료
16379,네트워크 연결 문제,김***,2017-12-18,완료
16377,파일 다운,맹***,2017-12-18,완료
16375,건강보험심사평가원 병원정보 서비스 암호화 문의,크*****,2017-12-18,완료
16374,농수산사이버거래소 자료 api 요청,김***,2017-12-18,완료
16372,국토부 실거래가 정보 관련하여 문의드립니다.,이***,2017-12-18,완료
16371,버스데이터 사용 문의,서***,2017-12-18,완료
16368,환율 정보 API관련,손***,2017-12-15,완료
16367,문의드립니다.,이**,2017-12-15,완료
16365,사업장 정보 API &#40;문서번호 OA_DV_0401&#41; 추가문의드립니다.,김***,2017-12-15,완료
16364,사업장 정보 API &amp;&&#35;35;40;문서번호 OA_DV_0401&amp;&&#35;35;41; 문의드립니다.,김***,2017-12-15,완료
16362,밑에 질문 추가 보충합니다.,손***,2017-12-15,완료
16361,api 이용시 서비스유형 LINK 사용방법 문의 드립니다.,손***,2017-12-15,완료
16358,공공기관 내부망에서 openApi 사용시..,이***,2017-12-14,완료
16359,통신판매사업자정보 API 문의,안***,2017-12-14,완료
16346,무역통계 api 업데이트 관련 질의,정***,2017-12-14,완료
16356,한국환경공단_대기오염정보 조회 서비스 인증키 에러 문의,이***,2017-12-14,완료
16352,xml로 데이터 전체 저장하는 법,박***,2017-12-14,완료
16350,데이터 전체를 다운받고 싶습니다,박***,2017-12-14,완료
16349,"사업장 정보조회 &#40;문서번호 : OA_DV_0401&#41; 월별 취업자, 퇴직자수 정보 오류 문의드립니다.",김***,2017-12-14,완료
16347,안녕하세요 동네예보조회 API 질문있습니다 4,이***,2017-12-14,완료
16343,상가&amp;&#35;40;상권&amp;&#35;41;정보 데이터 관련 문의,천***,2017-12-13,완료
16341,상가&amp;&#35;40;상권&amp;&#35;41;정보 데이터 관련 문의,천***,2017-12-13,완료
16340,안녕하세요 동네예보조회 API 질문있습니다 3,이***,2017-12-13,완료
16338,데이터 제공신청방법,원***,2017-12-13,완료
16339,안녕하세요 동네예보조회 API 질문있습니다   &#40;2&#41;,이***,2017-12-13,완료
16336,동네예보조회API 질문드립니다.,유***,2017-12-13,완료
16334,안녕하세요 동네예보조회 API 질문있습니다,이***,2017-12-12,완료
16333,동네예보조회API 질문드립니다.,유***,2017-12-12,완료
16332,Service access denied 문의,김***,2017-12-12,완료
16331,인사혁신처 나라일터 공공취업서비스 조회 api 문의,진**,2017-12-12,완료
16327,사업장 정보조회 서비스 api가 제대로 처리되지 않습니다.,오***,2017-12-11,완료
16330,공공데이터 해당여부 질의,심***,2017-12-12,완료
16329,종목별 자격정보 조회 결과셋 문의,김***,2017-12-12,완료
16328,현역 입영신청 시기 변경,조***,2017-12-11,완료
16326,어떻게 해요,홍***,2017-12-11,완료
16325,전국 버스경로 좌표 값은 알수 없을까요?,구***,2017-12-11,완료
16324,운전자 보험 제출용 자료 요청,이***,2017-12-11,완료
16322,국토교통부 소유주 정보 api 오류,최***,2017-12-11,완료
16318,건축물 대장 API 관련 문의,이***,2017-12-11,완료
16320,관광코스별 관광지 상세 날씨 정보 &#40;PARAMETER ERROR&#41;,k******,2017-12-11,완료
16315,입영 연기 문의입니다,송***,2017-12-11,완료
16310,교통사고 통계자료 문의,김***,2017-12-09,완료
16311,버스 위치정보 서비스,박**,2017-12-09,완료
16309,부천 저상버스에 대하여 질문 드릴것 있습니다.,정***,2017-12-08,완료
16307,기존 사이트에 사용되던 키값이 만료된건지 알수 있나요?,김***,2017-12-08,완료
16305,제공신청 언제 접수되나요?,이***,2017-12-08,완료
16306,일일 트래픽 초과 문의,김***,2017-12-08,완료
16303,일일 트래픽 제한 문의,(******,2017-12-08,완료
16304,SERVICE KEY IS NOT REGISTERED ERROR,전***,2017-12-08,완료
16301,회원정보 이메일 변경시..,한***,2017-12-07,완료
16300,2012년 치매유병률 조사보고서 및 2016년 조사자료 문의,권***,2017-12-07,완료
16296,나라장터 입찰공고의 공고기관 관련 질문입니다,윤***,2017-12-07,완료
16295,데이터신청취소하고 싶습니다,백****,2017-12-07,완료
16293,티켓할인조회서비스 api 문의,명***,2017-12-06,완료
16288,대기오염정보 조회 서비스 api,박***,2017-12-06,완료
16287,2017 공공 빅데이터 공모전 2차 발표 자료,정***,2017-12-06,완료
16284,open API 공동주택관리비에 관한,차***,2017-12-05,완료
16285,서버 이전 문의,민**,2017-12-06,완료
16277,1365포털 연계와 관련해서,이***,2017-12-05,완료
16283,데이터 제공신청 관련 문의,이***,2017-12-05,완료
16282,다운로드가 안됩니다.,나***,2017-12-05,완료
16280,데이터셋에 관하여,안***,2017-12-05,완료
16279,오류 메세지,차***,2017-12-05,완료
16275,INVALID_REQUEST_PARAMETER_ERROR 에러,김***,2017-12-05,완료
16278,환율 조회 API 질문,이***,2017-12-05,완료
16265,KOTRA 해외전시회 정보 조회 서비스 질문입니다.,서******,2017-12-04,완료
16268,LIMITED NUMBER OF SERVICE REQUESTS EXCEEDS ERROR,곽***,2017-12-04,완료
16273,SERVICE ACCESS DENIED ERROR,김***,2017-12-04,완료
16272,활용기간 연장신청,박***,2017-12-04,완료
16083,토지용규제법령정보서비스에 오류가 있는 듯 합니다 확인 부탁드립니다.,배***,2017-11-13,완료
16271,SERVICE KEY IS NOT REGISTERED ERROR.,이***,2017-12-04,완료
16269,공공API 신청 관련,김***,2017-12-04,완료
16270,오픈API승인,이***,2017-12-04,완료
16267,"황사, 오존 정보 데이터",허***,2017-12-04,완료
16264,특정 지역의 상가 업소수를 알고자 합니다.,하***,2017-12-04,완료
16263,아래 복지부 서비스 오류...,최***,2017-12-04,완료
16262,API 연동 데이터 관련 문의 - 3,(******,2017-12-04,완료
16261,서비스 신청 및 승인후 인증키가 없다고..계속 뜸,최***,2017-12-04,완료
16260,SERVICE KEY IS NOT REGISTERED ERROR 오류,심***,2017-12-04,완료
16256,표준데이터 API 응답없음,김***,2017-12-01,완료
16251,데이터제공신청에 대한 답변 관련 재문의 및 지적,고***,2017-11-30,완료
16253,오픈 API 버스정보,서***,2017-12-01,완료
16255,서울시 골목상권 프로파일링 정보&#40;상권배후지-추정유동인구&#41; 관련 문의,하***,2017-12-01,완료
16254,동네예보정보조회서비스 관련 문의드립니다.,나***,2017-12-01,완료
16252,api 문의드립니다,윤***,2017-12-01,완료
16246,api질문 드립니다.,박***,2017-11-30,완료
16247,습득물정보조회 문의,정***,2017-11-30,완료
16243,대한민국 공공서비스 api 운영계정 신청 문의 드립니다.,신***,2017-11-30,완료
16245,api질문 드립니다.,박***,2017-11-30,완료
16240,API를 가져왔는데 출력값이 이상합니다.,한***,2017-11-29,완료
16239,휴게소 공공데이터 접근이 거부됩니다.,이***,2017-11-29,완료
16235,인증키 인증,박***,2017-11-29,완료
16244,공공서비스 API 운영서버 url 추가 되어서 추가,신***,2017-11-30,완료
16242,SERVICE KEY IS NOT REGISTERED ERROR 결과메세지,정***,2017-11-30,완료
16238,api문의 드립니다.,박***,2017-11-29,완료
16237,post방식으로 호출하는 것은 미리보기로 볼 수 없습니까,한***,2017-11-29,완료
16236,post 방식 호출 미리보기,한***,2017-11-29,완료
16218,데이터 제공신청 지연 처리 요망,고***,2017-11-28,완료
16234,미리보기 SERVICE KEY IS NOT REGISTERED ERROR 및 공백,한***,2017-11-29,완료
16231,처리기한 일자가 지났는데 접수완료상태에서 바뀌지가 않네요,정***,2017-11-29,완료
16223,공공 API 페이징 처리,서******,2017-11-28,완료
16226,인증키문의,윤***,2017-11-28,완료
16198,부산 영화 정보 서비스 데이터 관련,김***,2017-11-25,완료
16220,교량의 유지보수,홍***,2017-11-28,완료
16129,전국 병의원 찾기 서비스의 데이터에 관해서,김***,2017-11-16,완료
16201,아직 서버가 정상화 되지 않은건가요??,황***,2017-11-26,완료
16219,공공데이터정보 출처표시 의무여부 문의,조***,2017-11-28,완료
16217,부산 전통시장현황 현황 관련,양***,2017-11-28,완료
16212,공공데이터포털 시스템 문의,(******,2017-11-28,완료
16211,API 연동 데이터 관련 문의 - 2,(******,2017-11-28,완료
16213,전국 병‧의원 찾기 서비스 기능에 질문있습니다.,김***,2017-11-28,완료
16210,버스번호,김***,2017-11-27,완료
16207,SERVICE ACCESS DENIED ERROR&#x2F; NO OPENAPI SERVICE ERROR.,김***,2017-11-27,완료
16205,기관회원 전환 버튼이 보이지 않는데 어떻게 해야 되는지요..,이***,2017-11-27,완료
16204,국민연금API 는 심각한 것 같습니다.&amp;&&#35;35;40;2&amp;&&#35;35;41;,이***,2017-11-27,완료
16203,개인회원에서 기관회원으로 전환 방법 문의,이***,2017-11-27,완료
16202,국민연금API 는 심각한 것 같습니다.,이***,2017-11-27,완료
16200,지진정보조회서비스 일일호출 제한문제,최***,2017-11-26,완료
16197,개방표준 데이터 점검 관련입니다.,박***,2017-11-24,완료
16196,버스정류장 데이터,윤***,2017-11-24,완료
16199,항공기운항정보 - 국제선 운항 스케줄,김***,2017-11-25,완료
16195,어떤게 맞는건가요?,윤***,2017-11-24,완료
16193,오픈API 개발계정신청 여부..,이***,2017-11-24,완료
16194,요청메세지에서 inqryDiv =1 무슨뜻인가요,임***,2017-11-24,완료
16177,공공데이터 API 요청 결과값이 11월 17일경 부터 반대로 들어오고 있습니다.,김***,2017-11-23,완료
16192,태풍정보 opan api 문의 드립니다.,변***,2017-11-24,완료
16190,SERVICE ACCESS DENIED ERROR,전***,2017-11-24,완료
16189,공동주택 API 질문입니다,박***,2017-11-24,완료
16188,서비스키 에러,백***,2017-11-23,완료
16185,API 연동 시 제공되는 데이터 관련 문의,(******,2017-11-23,완료
16172,지진정보조회서비스 일일호출 제한문제,최***,2017-11-22,완료
16179,기관회원 전환 일시여부,한**,2017-11-23,완료
16178,갑자기 되던 것들이 안되네요.,황***,2017-11-23,완료
16174,운영계정 신청 문의 드립니다.,강***,2017-11-23,완료
16173,"국가 자격시험,공무원시험 기출문제 어플출시문의",안***,2017-11-23,완료
16171,지번 정보로 토지 고유번호를 알 수 있는 API가 있을까요?,양***,2017-11-22,완료
16170,SERVICE KEY IS NOT REGISTERED ERROR,서***,2017-11-22,완료
16163,국악공연정보 조회서비스  서비스 문의,심***,2017-11-21,완료
16169,비밀번호 패턴이 다르네요..,이***,2017-11-22,완료
16168,공공데이터 API 관련 질문입니다.,김***,2017-11-22,완료
16167,인증키 문제로 ㅇ문의남깁니다.,이***,2017-11-22,완료
16164,토지소유정보서비스 제주지역 조회 안되는 현상 문의,노***,2017-11-22,완료
16161,공공데이터 신규 등록 관련입니다.,박***,2017-11-21,완료
16160,공연전시정보조회서비스 api,안***,2017-11-21,완료
16159,normal service,김***,2017-11-20,완료
16157,지진정보조회 응답 메시지 형식 문의,이***,2017-11-20,완료
16156,인증키를 발급받앗는데도 오류라고 뜹니다,이***,2017-11-20,완료
16101,응답값이 비어서 오는 문제,정***,2017-11-15,완료
16104,API 관련 문의,조***,2017-11-15,완료
16154,전세자금대출 고객 특성별 금리 정보 api,안***,2017-11-20,완료
16147,openapi에 등록되지않은 서비스키라고 뜹니다.,김***,2017-11-19,완료
16152,SERVICE KEY IS NOT REGISTERED ERROR,여****,2017-11-20,완료
16151,SERVICE KEY IS NOT REGISTERED ERROR.,김***,2017-11-20,완료
16146,SERVICE KEY,송***,2017-11-18,완료
16150,인증키를 재발급한지 3일째인데도 등록이 안된키라고 나옵니다.,김***,2017-11-20,완료
16149,SERVICE KEY IS NOT REGISTERED ERROR,이***,2017-11-19,완료
16148,SERVICE KEY IS NOT REGISTERED ERROR,전***,2017-11-19,완료
16145,SERVICE KEY IS NOT REGISTERED ERROR,이***,2017-11-18,완료
16144,SERVICE KEY IS NOT REGISTERED ERROR.,김***,2017-11-18,완료
16143,SERVICE KEY IS NOT REGISTERED ERROR.,장***,2017-11-18,완료
16142,SERVICE KEY IS NOT REGISTERED ERROR.,양***,2017-11-18,완료
16125,데이터베이스 에러 구간,김***,2017-11-16,완료
16136,개발계정 활용신청 처리 관련.,이***,2017-11-17,완료
16076,진료내역정보 &amp; 건강검진정보 문의,오***,2017-11-11,완료
16135,서비스키 오류,양***,2017-11-17,완료
16132,서비스키 인증 오류,윤***,2017-11-17,완료
16131,전주시 지구대 위치현황,김***,2017-11-17,완료
16128,전에 전화로 문의셔서 말씀하신대로 실행했는데도 에러가 뜹니다.,백***,2017-11-16,완료
16127,개인정보 오탐,오***,2017-11-16,완료
16126,인천공항 항공편 출&#x2F;도착 API 관련 문제 및 담당자 문의,이***,2017-11-16,완료
16123,기관담당자 변경요청,나***,2017-11-16,완료
16121,기관 담당자 변경 요청,성***,2017-11-16,완료
16118,SERVICE ACCESS DENIED ERROR 오류,양***,2017-11-16,완료
16120,맥 MacOS에서도 QA에 글을 쓸 수 있게 개선 요청,이***,2017-11-16,완료
16113,등록이 안된키라고 계속 나타나내요.,서***,2017-11-16,완료
16112,인증키가 넷빈즈에서 자꾸 에러가 뜹니다.,백***,2017-11-16,완료
16115,운영계정 변경 신청에 대한 미처리 건,장***,2017-11-16,완료
16114,목록제외요청서,장***,2017-11-16,완료
16110,사이트 버그리포트,양***,2017-11-16,완료
16081,정보누락 및 오류,엄***,2017-11-13,완료
16111,음식점현황 데이터 문의,최***,2017-11-16,완료
16107,해파리 속보 문의,김***,2017-11-15,완료
16106,공동주택 API 관련 문의입니다,박***,2017-11-15,완료
16103,안녕하세요? 신규 동네예보정보조회서비스 질문입니다.,정***,2017-11-15,완료
16102,LIMITED NUMBER OF SERVICE REQUESTS EXCEEDS ERROR.,민***,2017-11-15,완료
16053,안녕하세요. 국가 대기오염 정보 api 질문드립니다.,윤***,2017-11-09,완료
16100,버스도착정보조회 서비스를 이용하려고 합니다,강***,2017-11-15,완료
16099,사회복무요원 재학생입영신청일 변경에 관한 질문입니다.,이***,2017-11-14,완료
16094,측정소 정보조회,김***,2017-11-14,완료
16093,물질안전보건자료 관련 문의사항있습니다,이***,2017-11-14,완료
16092,질문 드립니다.,임***,2017-11-14,완료
16091,API  파라미터 전달 관련,김***,2017-11-14,완료
16090,미세먼지 예보 api,김***,2017-11-14,완료
16088,공공API이용시 Unregistered_ip_error 발생합니다.,장***,2017-11-14,완료
16089,장애인 주차 가능 여부 확인 API,명***,2017-11-14,완료
16004,한국전력공사 입찰정보 조회시 ntDate의 의미?,박***,2017-11-06,완료
16002,한전 입찰정보 조회서비스 오류,김***,2017-11-06,완료
16087,[인천공항] 여객편 주간 운항현황,김***,2017-11-14,완료
16086,요청내역에 에러가 발생하고 있습니다.,김***,2017-11-14,완료
16085,공공데이터 api에서 잘 모르는 부분이 있어서 질문 남깁니다,황***,2017-11-13,완료
16080,서울특별시 노선정보조회서비스 관련 요청,이***,2017-11-13,완료
16078,데이터 출력 오류,강***,2017-11-13,완료
16077,소유자정보 제공서비스  문의,이***,2017-11-12,완료
16074,상권 상가 정보 폐업 정보,안***,2017-11-10,완료
16073,[재문의] 동네예보서비스 조회,조***,2017-11-10,완료
16071,받은키가 작동하지 않아요 ㅠㅠ,이***,2017-11-10,완료
16069,CCTV 현황 관련 API 문제&#40;전주&#41;,김***,2017-11-10,완료
16070,전주 지구대 Open API,김***,2017-11-10,완료
16068,위치기반서비스에 대하여,김***,2017-11-10,완료
16067,지구대 현황 관련 API 문제&#40;전주&#41;,김***,2017-11-10,완료
16060,Server returned HTTP response code: 500 for URL:,신***,2017-11-09,완료
16063,에러확인요청,권***,2017-11-10,완료
16062,인증되지 않은 키라고 뜨네요,최***,2017-11-10,완료
16059,공휴일 정보 인증키 관련 문의,고***,2017-11-09,완료
16057,병원정보 서비스 API 문의드립니다.,한***,2017-11-09,완료
16058,건축물대장 전유부 api 호출 시 특정 데이터 문의,이***,2017-11-09,완료
16049,업무담당자가 작성한 목록을 실무담당자가 수정할 수 있게 해주세요,김***,2017-11-09,완료
16056,운영계정 취소처리,김***,2017-11-09,완료
16055,인증키오류 질문이요,강***,2017-11-09,완료
16054,부산버스정보시스템2,최***,2017-11-09,완료
16047,가져온 xml파일의 출력 오류와 이름 질문입니다.,강***,2017-11-08,완료
16052,작업에 따른 서비스중지 공지사항 등록요청드립니다.,최***,2017-11-09,완료
16051,사업장 정보조회 서비스 이용 문의,최***,2017-11-09,완료
16050,시스템유형 일반으로 변경 후에도 UNREGISTERED IP ERROR 발생,최***,2017-11-09,완료
16048,Invalid Authentication key 라고 뜹니다.,황***,2017-11-09,완료
16046,서비스 호출하였으나 목록이 안나옵니다.,강**,2017-11-08,완료
16045,문의드립니다.,유***,2017-11-08,완료
16043,SERVICE KEY IS NOT REGISTERED ERROR. 가 떠요,이***,2017-11-08,완료
16038,IP 추가를 위한 변경신청 승인문의,최***,2017-11-08,완료
16030,병원정보서비스 API 문의드립니다.,한***,2017-11-07,완료
16040,"resultCode99 ,SERVICE ACCESS DENIED ERROR에 관한 문제",엄***,2017-11-08,완료
16036,SERVICE KEY IS NOT REGISTERED ERROR 관련 문의입니다.,박***,2017-11-08,완료
16028,크롤링 시 데이터가 없습니다.,김***,2017-11-07,완료
16033,응답코드 99 오류 문의,최***,2017-11-08,완료
16027,SERVICE KEY IS NOT REGISTERED ERROR 관련 문의 사항 입니다.,오***,2017-11-07,완료
16032,대기오염정보조회 서비스 오류,송***,2017-11-08,완료
16031,파이썬 2에서 대기오염정보 가져오기 오류,강***,2017-11-08,완료
16029,SERVICE KEY IS NOT REGISTERED ERROR,김***,2017-11-07,완료
16017,안녕하세요,엄***,2017-11-07,완료
16019,대기오염정보 조회 서비스 Data 가 0으로 오고 있습니다.,최***,2017-11-07,완료
16025,API 호출 시 리턴 데이터가 달라지네요.,최***,2017-11-07,완료
16022,재문의 드립니다,엄***,2017-11-07,완료
16020,복수 요청,엄***,2017-11-07,완료
16021,경기 버스 open api 관련 문의 입니다.,송***,2017-11-07,완료
16018,디딤돌대출금리정보 호출 시 SERVICE KEY IS NOT REGISTERED ERROR.,최***,2017-11-07,완료
16003,버스 위치정보 데이터 문의,길***,2017-11-06,완료
16014,NO OPENAPI SERVICE ERROR 라고 뜹니다..,민***,2017-11-07,완료
16011,LIMITED NUMBER OF SERVICE REQUESTS EXCEEDS ERROR 수신 관련 문의,김***,2017-11-06,완료
15983,운영계정 승인기간 문의,김***,2017-11-03,완료
16007,공공데이터 담당자 관리 시,김***,2017-11-06,완료
15996,"api, 미리보기 빈화면",정***,2017-11-06,완료
15993,아파트매매 실거래 상세 자료 Query 에러,이***,2017-11-05,완료
16000,병무청 공공데이터 문의,박***,2017-11-06,완료
15999,공시지가 api 오류..,최***,2017-11-06,완료
15994,인증키 오류,이**,2017-11-05,완료
15977,운영계정 승인이 오래 걸리나요?,최***,2017-11-03,완료
15969,개별공시지가 api 오류,최***,2017-11-02,완료
15992,의약품 제품 허가 상세정보조회API신청해서 승인되었는데 백지만 출력되네요?,김***,2017-11-04,완료
15990,전남 축제 정보 api 한시간이 지나도 승인이 안됩니다.,조***,2017-11-03,완료
15984,대기오염측정소 정보요청 오류,최***,2017-11-03,완료
15958,공공데이터 표준데이터 중 보호수 부분에 대한 문의,김***,2017-11-01,완료
15989,국가정보 API 내 호출시 basic 라는 태그에 html 태그형태 말고 다른방식으로 조회가 가능한가요?,전***,2017-11-03,완료
15987,한전SRM 입찰정보조회 서비스,김***,2017-11-03,완료
15986,버스 노선ID 조회 할수있는 곳은 없나요,길***,2017-11-03,완료
15985,국가정보 API 사용시 Json 방식으로는 받을 수 없나요? 그리고 restTemplate으로 XML 호출시 한글깨짐 발생,전***,2017-11-03,완료
15982,등록되지 않은 서비스키 오류,장***,2017-11-03,완료
15976,&#x27;openapi.do&#x27; endpoint 에서 댓글을 쓸 수 없습니다.,김***,2017-11-02,완료
15980,국가정보 API 사용시 Key 값 에러 발생합니다.,전***,2017-11-03,완료
15975,등록되지 않은 서비스키 오류,이***,2017-11-02,완료
15974,오픈 api로 활용신청을 한뒤 자동승인이 되었는데 파일이 열리지 않습니다.,이***,2017-11-02,완료
15973,건강보험심사평가원 전국 병의원 및 약국 현황 데이터셋 2017,김***,2017-11-02,완료
15972,관광 API 문제,전***,2017-11-02,완료
15966,조달청 나라장터 발주계획&#40;공사&#41; 데이타값 오류.,김***,2017-11-02,완료
15971,SERVICE KEY IS NOT REGISTERED ERROR,홍***,2017-11-02,완료
15970,SERVICE KEY IS NOT REGISTERED ERROR 문의합니다.,김***,2017-11-02,완료
15964,서비스 요청제한횟수 초과에러,권***,2017-11-02,완료
15968,[산업인력]국가자격 종목 목록 정보 문의사항,김***,2017-11-02,완료
15963,시외버스터미널 오픈api 데이터 없음,장***,2017-11-02,완료
15962,건강보험심사평가원 API 오류,이***,2017-11-01,완료
15960,국민 건강정보 개방 데이터에 관해 문의 드립니다.,장***,2017-11-01,완료
15955,오픈api키 오류질문이요,김***,2017-10-31,완료
15954,서버 IP 차단 이유를 알고 싶습니다.,이***,2017-10-31,완료
15952,운영계정 신청,이***,2017-10-31,완료
15951,전국 도시공원표준데이터 API문의,신***,2017-10-31,완료
15949,국회도서관 상세정보조회서비스,송***,2017-10-31,완료
15948,부산 시내버스 정보 건.,장***,2017-10-31,완료
15950,Access-Control-Allow-Origin 발생 해결법 문의드립니다.,이***,2017-10-31,완료
15939,일일 트래픽 관련 문의,강***,2017-10-30,완료
15940,파일데이터의 전체목록이 필요합니다.,정***,2017-10-30,완료
15938,공공데이터 폐기 관련,장***,2017-10-30,완료
15941,클라이언트 개발 가이드의,유***,2017-10-31,완료
15947,신청가능 트래픽 문의 입니다.,김***,2017-10-31,완료
15945,사용중이 API가 불러오지 못하는거 같습니다.,이***,2017-10-31,완료
15944,건축물 대장 조회 API가 응답하지 않습니다,(*****,2017-10-31,완료
15936,세종시 공공자전거,이***,2017-10-30,완료
15932,전주 음식정보 데이터,문***,2017-10-30,완료
15931,유치원정보공시,김***,2017-10-30,완료
15934,데이터를 제공하고 싶습니다.,김***,2017-10-30,완료
15930,오픈 API소스가 열리지 않습니다,백***,2017-10-30,완료
15933,답변 잘 받았습니다.,유***,2017-10-30,완료
15927,위치별 해달 출몰시각 정보조회 서비스 조회 에러,최***,2017-10-30,완료
15926,기반정보관리서비스 - 기반정보항목조회 API문의,최***,2017-10-30,완료
15916,결과가 없다고 합니다..,유***,2017-10-29,완료
15924,검색종류를 지정하는 항목 searchType 관련 문의,최***,2017-10-30,완료
15922,인증키 등록확인,김***,2017-10-30,완료
15925,한국공항공사에서 제공하는 openAPI를 개발가이드에있는 java 코드를 사용하였는데 console 결과창에 한글이 깨짐현상이 일어나요,이***,2017-10-30,완료
15923,위치별 해달 출몰시각 정보조회 서비스 조회 에러,최***,2017-10-30,완료
15921,일일트래픽 추가요청,이***,2017-10-29,완료
15919,오픈API 활용내역 문의,김***,2017-10-29,완료
15912,인증키 복사하기를 눌러도 인증키가 복사가 안되요,박***,2017-10-27,완료
15902,인증키 등록 확인 부탁드립니다.,정***,2017-10-26,완료
15911,발급 받은 인증키로 조회하면 등록 오류로 나옵니다.,김***,2017-10-27,완료
15910,운영계정으로 변경 시,이***,2017-10-27,완료
15909,보내주신 인증키도 작동이 안됩니다.,정***,2017-10-27,완료
15905,대기오염정보 조회 서비스  - 시군구별 실시간 평균정보 조회,신***,2017-10-27,완료
15904,한국 공항공사 open api를 이용하려합니다.,이***,2017-10-27,완료
15906,버스비관련문제,박***,2017-10-27,완료
15903,화장실 키랑 버스키 안되요!!,감***,2017-10-27,완료
15907,서비스 resultCode 관련 문의,김***,2017-10-27,완료
15901,버스위치정보조회서비스 관련,유***,2017-10-26,완료
15899,정보가 수정되지 않았네요...,이***,2017-10-26,완료
15890,SERVICE KEY IS NOT REGISTERED ERROR.,유***,2017-10-26,완료
15884,아래 질문 추가 질문입니다. &amp;&&&#35;35;35;x2F; 공공데이터 포털에서 제공 하는 데이터에 대하여,김***,2017-10-25,완료
15887,질문,반***,2017-10-26,완료
15874,소상공인 자료 문의,현***,2017-10-25,완료
15878,적조정보 연계 확인 부탁드립니다.,임***,2017-10-25,완료
15860,해파리정보 API 실제 사용가능한가요?,김***,2017-10-24,완료
15886,&amp;&#35;40;신&amp;&#35;41;동네예보정보조회서비스 문의,이***,2017-10-26,완료
15885,api 사용,반***,2017-10-25,완료
