No,Title,Writer,Date,Status
1907,운영계정 신청 취소해주세요,우****,2013-07-30,완료
1906,인증키등록을 실패하였습니다. 에러가 나옵니다.,최***,2013-07-30,완료
1905,동네예보정보조회서비스 관련 문의.,강***,2013-07-30,완료
4362,거리순 정렬,s******,2013-07-30,완료
1903,OPEN API 사용 관련 문의 드립니다.,최***,2013-07-30,완료
1894,예보구역정보조회서비스에서..,강***,2013-07-29,완료
1901,기상청 생활기상지수 조회 문의입니다.,이***,2013-07-29,완료
1899,동네예보조회서비스 키값 승인관련 문의,양***,2013-07-29,완료
1896,기상청 동네예보정보서비스 xml 리턴값문의,양***,2013-07-29,완료
1900,생활지수 관련 API 신청,강***,2013-07-29,완료
1897,승인요청 부탁드립니다.,이***,2013-07-29,완료
1895,open api 학생 사용시,문***,2013-07-29,완료
1893,날씨 API 예보구역코드정보 조회,강***,2013-07-28,완료
1892,인증키 등록되지않았다고 합니다.,김***,2013-07-26,완료
4371,서비스키가 등록되지않았다고합니다.,s******,2013-07-26,완료
1891,승인요청한지 한 3개월이 되어갑니다. 결과는 언제쯤,김***,2013-07-26,완료
1890,개발계정을 운영계정으로 전환관련,홍***,2013-07-26,완료
1889,우리동네예보,이***,2013-07-26,완료
1888,응답메시지에 관해 문의있습니다,표***,2013-07-26,완료
1887,예보구역정보조회,강***,2013-07-26,완료
1884,우리동네예보,이***,2013-07-25,완료
1883,봉사참여정보 서비스 관련 문의입니다.,김***,2013-07-25,완료
1882,IROS_SS_ID_DV_0501_OpenAPI활용가이드(제주관광종합정보_관광지정보-소개+정보서비스)_v1.0 문서 관련,강***,2013-07-25,완료
1881,제주도관광종합정보 관광지 정보에서 소개정보 API 관련,강***,2013-07-25,완료
1879,인증모듈 관련,홍***,2013-07-24,완료
1878,기상지수 api 문의 추가,김***,2013-07-24,완료
1877,우리동네예보,이***,2013-07-24,완료
1876,도로명주소 API,이***,2013-07-24,완료
1875,기상지수 인증문제,김***,2013-07-24,완료
1874,API 데이터 페이지,이***,2013-07-23,완료
1872,서울버스 api인증키를 받았는데요 그 다음에는,김***,2013-07-23,완료
1868,버스api 사용 질문입니다.,김***,2013-07-22,완료
1867,[인증되지 않은키 문제],조***,2013-07-22,완료
1865,날씨 동네예보 api 활용,황***,2013-07-19,완료
1864,도로명 조회,전***,2013-07-19,완료
1862,중계 신청후 데이터 획득 절차 문의,권***,2013-07-19,완료
1861,인증키 인증 관련 문의,김***,2013-07-19,완료
1860,도로명 조회 문의,전***,2013-07-19,완료
1846,버스 도착 시간 문의,정***,2013-07-17,완료
1847,산림청 국립수목원 제공 API,이***,2013-07-17,완료
1859,버스도착정보 오류,배***,2013-07-18,완료
1858,인증관련,홍***,2013-07-19,완료
1857,초단기예보에 관해 문의 드립니다,박***,2013-07-18,완료
4361,단기예보조회 언제되는건가요?,s******,2013-07-18,완료
1855,서비스키 관련 문의입니다.,곽***,2013-07-18,완료
1854,서비스명세 확인점 부탁합니다~,김***,2013-07-18,완료
1853,SERVICE KEY IS NOT REGISTERED ERROR 에러 문의,이***,2013-07-18,완료
1852,도서관 주소 api를 신청했는데요 인증키는 어떻게 발급해야 하나요?,황***,2013-07-17,완료
1851,서비스 접근권한 에러가 나서 문의 드립니다.,박***,2013-07-17,완료
1849,동네예보정보조회서비스 활용에 대해 질문 드립니다.,박***,2013-07-17,완료
1848,[지번주소]서비스키 등록 에러입니다.,원***,2013-07-17,완료
1818,안녕하세요,홍***,2013-07-13,완료
1845,건물명검색,전***,2013-07-17,완료
1844,산악안전정보도 키값이 안되는것 같습니다.,김***,2013-07-17,완료
1841,서비스키 에러,이***,2013-07-17,완료
1843,인증관련 문의,박***,2013-07-17,완료
1842,인증 관련 문의,김***,2013-07-17,완료
1840,SOAP방식 보기,최***,2013-07-16,완료
4390,산악안전정보 공유서비스 API는 계속 문제가 발생하는 것 같습니다.,s******,2013-07-16,완료
1836,생활기상지수가 식중독지수뺴고는 조회가안되네요,김***,2013-07-16,완료
1838,공공정보이용신청,윤***,2013-07-16,완료
1839,서비스키 등록 오류,이***,2013-07-16,완료
1638,심야버스 노선 정보 활용,송***,2013-05-09,완료
1644,동네예보정보조회서비스 재신청 관련,이***,2013-05-13,완료
1658,환승경로 API 관련 질문,김***,2013-05-20,완료
1679,버스도착정보 문의,이***,2013-05-24,완료
1834,셈플소스 봐주세요.,김***,2013-07-15,완료
1827,기상청 api관해 문의 드립니다,박***,2013-07-15,완료
1830,도로명주소조회 서비스에 대한 문의입니다.,하***,2013-07-15,완료
1831,국제선 운항 스케줄 목록정보 검색/조회시 오류,박***,2013-07-15,완료
1832,지번주소 검색시 애러.,김***,2013-07-15,완료
1829,동네예보정보조회서비스 활용신청 반려,정***,2013-07-15,완료
1828,기상청 api json방식 지원문의,김***,2013-07-15,완료
1823,기상청 API 문의,이***,2013-07-15,완료
1825,기상청 api 통화했던사람입니다.,김***,2013-07-15,완료
1822,버스 api 이용에 질문있습니다.,김***,2013-07-14,완료
1821,동네예보정보조회서비스 조회가 안됩니다.,고***,2013-07-14,완료
1820,서울 버스 api 정보 문의,정***,2013-07-14,완료
1819,질문 있습니다,장***,2013-07-13,완료
1817,동네예보정보조회서비스 심의 관련 문의,정***,2013-07-12,완료
4351,안녕하세요,s******,2013-07-12,완료
1815,기상청 API 서버 IP 변경에 대한 문의,이***,2013-07-12,완료
4350,Error 코드 100이 계속 반환됩니다.,s******,2013-07-12,완료
1814,서울시 버스정보,박***,2013-07-12,완료
1813,키관련 사용할수있는 api문의,윤***,2013-07-11,완료
1810,버스도착위치,나***,2013-07-11,완료
1811,도로명주소 관련 문의,김**,2013-07-11,완료
1809,총카운트 컬럼이 어디에 있습니까?,김***,2013-07-11,완료
1808,국문 관광정보 서비스 관련 문의입니다.,김***,2013-07-11,완료
1807,동네예보정보조회서비스 활용신청 관련 문의,정***,2013-07-11,완료
1806,예보구역정보 조회 서비스 사용문의합니다.,이***,2013-07-11,완료
1805,보건 기상 관련,이***,2013-07-11,완료
1804,동네예보 xy좌표,이***,2013-07-11,완료
1803,버스도착정보조회서비스 관련 문의,정***,2013-07-11,완료
1802,정류소 노선별 도착예정 정보 목록 조회,나***,2013-07-10,완료
1796,예보구역정보조회 승인되었으나 접근 ERROR 발생,이***,2013-07-10,완료
1801,예보구역정보조회에 관해서 문의합니다.,이***,2013-07-10,완료
1800,국문 관광정보 서비스 관련 문의입니다.,김***,2013-07-10,완료
1799,API 사용신청 관련 문의드립니다,김***,2013-07-10,완료
1797,SERVICE KEY IS NOT REGISTERED ERROR 오류,전***,2013-07-10,완료
1798,운영 계정 승인,김***,2013-07-10,완료
1795,버스구간별 조회,나***,2013-07-09,완료
1794,서비스키 발급,전***,2013-07-09,완료
1791,문의하신 기상청 url과 오퍼레이션을 말씀드리겠습니다.,박***,2013-07-09,완료
1793,서비스키 발급 문의,전***,2013-07-09,완료
1792,서버가 바뀌게 되면,곽***,2013-07-09,완료
1790,서비스 승인 기간 문의,유***,2013-07-09,완료
1789,기상청 동네예보 api 에 관하여 문의 드립니다.,박***,2013-07-09,완료
1787,api 질문입니다.,나***,2013-07-08,완료
1788,승인 문의드립니다.,이***,2013-07-08,완료
1782,getRouteByStationList 문의,나***,2013-07-05,완료
1785,버스 현재 위치 문의입니다.,나***,2013-07-08,완료
1784,주간예보정보조회서비스 관련 문의입니다.,이***,2013-07-08,완료
1783,정류장번호로검색문의,나***,2013-07-06,완료
1781,REST 서비스 접근 오류,백***,2013-07-05,완료
1780,서비스키 인증 오류,이***,2013-07-05,완료
1778,국회도서관 open api에 대하여 문의 드립니다,배***,2013-07-04,완료
1777,버스타입에관한 질무입니다.,나***,2013-07-04,완료
1776,API활용 문의입니다.,김***,2013-07-04,완료
1775,생활기상지수 관련 문의입니다.,이***,2013-07-04,완료
1773,service Key 이용 관련 문의,이***,2013-07-03,완료
1774,승인에 관한 문의입니다.,이***,2013-07-04,완료
1753,문의드립니다.,이***,2013-06-27,완료
1771,인증키 오류...,이***,2013-07-01,완료
1770,국회도서관 OPEN API관련하여 문의드립니다,김***,2013-07-01,완료
1769,버스위치정보조회 API 관련 확인 요청,김***,2013-07-01,완료
1768,보건기상지수/생활기상지수 문의드립니다,곽***,2013-07-01,완료
1767,문화재 지역별 서비스에 대해서 다시 한번 문의 드립니다.,정***,2013-06-30,완료
1766,답변주신 부분 다시 질문드립니다.,김***,2013-06-29,완료
1765,안녕하세요! 문화재지역별서비스 요청방법에 대해서 문의드립니다.,정***,2013-06-28,완료
1764,승인관련 문의 드립니다.,김***,2013-06-28,완료
1763,날씨 데이터를 받아오는 방법을 몰라 문의 드립니다.,김***,2013-06-28,완료
1762,마을버스 운행정보에 대한 문의,김***,2013-06-28,완료
1761,서비스키를 인코딩해서 불렀는데 30에러가 나네요. 확인해주세요.,정***,2013-06-28,완료
1758,유통센터별 경락가격조회에서,이***,2013-06-28,완료
1759,레시피조회 API에서,이***,2013-06-28,완료
1756,지번 상세 검색 문의드립니다.,이***,2013-06-27,완료
4360,동네예보정보조회서비스 API 되는거 맞습니까?,s******,2013-06-27,완료
1755,API 사용요청의 반려사유,김***,2013-06-27,완료
4349,LIMITED NUMBER OF SERVICE REQUESTS EXCEEDS ERROR,s******,2013-06-27,완료
1751,활용 승인관련 문의드립니다.,이***,2013-06-26,완료
1748,API 한개당 인증키를 별도로 발급받아야 하나요?,양***,2013-06-26,완료
1747,API 호출 에러에 대해 문의드립니다.,오***,2013-06-26,완료
1745,API 호출 오류에 대해 문의드립니다.,오***,2013-06-25,완료
1744,보건기상지수 가져오는 방법,류***,2013-06-25,완료
1743,생활기상지수 보건기상지수 지역코드 및 url 문의,곽***,2013-06-25,완료
1742,생활기상지수 보건기상지수 오류 문의드립니다.,곽***,2013-06-25,완료
1741,버스위치정보조회 서비스,나***,2013-06-25,완료
1740,교통api관련,김***,2013-06-25,완료
1736,대중교통환승경로조회 서비스에서 getLocationInfoList 사용법,나***,2013-06-25,완료
1737,인증되지 않는 키로 나옵니다.,양***,2013-06-25,완료
1739,버스API관련질문입니다.,김***,2013-06-25,완료
1738,생활기상 보건기상 미인증키 오류,곽***,2013-06-25,완료
1735,OPEN API를 신청하였는데 이상한 부파일이 포함되어있습니다.,김***,2013-06-24,완료
1731,지역기반 관광정보조회 API 문의,이***,2013-06-24,완료
1730,정류소정보조회 서비스,나***,2013-06-24,완료
1729,인증키 이관에 대한 문의드립니다.,정***,2013-06-21,완료
1728,OPEN API에 관한 질문입니다.,김***,2013-06-20,완료
1727,활용사례,전***,2013-06-20,완료
1726,국립공원관리공단 API 오류 또는 기능불량,김***,2013-06-20,완료
1725,관광API 서비스 키 문제,이***,2013-06-20,완료
1724,서비스키 등록 오류,김***,2013-06-19,완료
1723,"예보지점 X좌표, Y좌표 문의",최***,2013-06-18,완료
1722,예보지점 xy 좌표 문의,최***,2013-06-18,완료
1721,동네예보정보조회서비스-단기예보조회,이***,2013-06-18,완료
1720,SERVICE KEY IS NOT REGISTERED ERROR,최***,2013-06-18,완료
1719,서울시 버스정보 key 인증실패,손***,2013-06-17,완료
1718,Key 인증실패,유***,2013-06-17,완료
1717,Key인증실패,나***,2013-06-17,완료
1715,동네예보정보조회서비스 관련문의,이***,2013-06-17,완료
1714,안녕하세요. 문의드리겠습니다.,이***,2013-06-14,완료
1712,버스 API질문,김***,2013-06-12,완료
1711,인증키 재확인 바랍니다.,오***,2013-06-12,완료
1708,기상 예보 지점에 대한 문의,김***,2013-06-11,완료
1710,인증키 재발급 문제,오***,2013-06-12,완료
1709,서울 버스정보와 관련된 문의입니다.,j******,2013-06-11,완료
1704,버스api관련질문입니다,김***,2013-06-10,완료
1703,탈퇴가 안되네요,김***,2013-06-10,완료
1705,내/외국인 범죄자 데이터,권***,2013-06-10,완료
1706,내/외국인 데이터,권***,2013-06-10,완료
1702,데이터 활용 요청 입니다...,손***,2013-06-10,완료
1701,인증 오류,김***,2013-06-09,완료
1699,서울교통 별첨명세서 관련,김***,2013-06-07,완료
1698,버스api관련,김***,2013-06-06,완료
1697,업데이트 관련 질문입니다.,황***,2013-06-05,완료
1694,API 인증키 관련 문의,오***,2013-06-04,완료
1693,업데이트 시간 문의드립니다.,황***,2013-06-04,완료
1692,기상청 동네예보(단기예보)조회 서비스 질문입니다.,황***,2013-06-03,완료
1691,Open API 서비스 관련하여 질문이 있습니다.,최***,2013-06-03,완료
1690,api 승인후 다운로드 문제,김***,2013-06-03,완료
1689,버스노선조회 1일 트랙픽 관련 문의사항입니다.,정***,2013-05-31,완료
1688,더보기에서 검색이 되지 않습니다,서***,2013-05-30,완료
1687,버스api활용관련중질문입니다.,김***,2013-05-30,완료
1686,DATA활용신청에 대해서,최***,2013-05-28,완료
1685,api활용질문,김***,2013-05-27,완료
1682,라이브러리관련,김***,2013-05-26,완료
1683,운영계정을 신청했는데 처리가 안되있네요.,육***,2013-05-26,완료
1684,활용신청,김***,2013-05-26,완료
1681,API 응답 오류 문의,양***,2013-05-24,완료
1458,공연전시정보조회서비스 개발자 가이드 다운로드,진***,2013-03-22,완료
1535,메일받은 인증키에 대해...,김***,2013-04-11,완료
1677,버스도착정보 문의,이***,2013-05-23,완료
1676,버스도착정보 문의,이***,2013-05-23,완료
1674,문화재청 API,이***,2013-05-23,완료
1675,언제쯤 운영계정으로 넘어갈까요?,박***,2013-05-23,완료
1672,개발계정 신청했는데 언제 승인이 납니까?,이***,2013-05-23,완료
4358,정류소 노선별 도착예정정보 목록조회 서비스 관련 문의,s******,2013-05-22,완료
1668,버스 open api 관련 문의,신***,2013-05-22,완료
4379,국회도서관 자료검색서비스 OpenAPI 관련 문의드립니다.,s******,2013-05-22,완료
1667,대중교통 환승경로 시스템,김***,2013-05-22,완료
1666,개발계정 신청했는데 언제 승인이 납니까?,이***,2013-05-22,완료
1662,공공정보 이용 문의,김***,2013-05-21,완료
1660,대중교통환승경로 서비스,김***,2013-05-21,완료
1657,환승경로 API 관련 질문입니다.,김***,2013-05-20,완료
1656,보건기상지수에 관한 api 신청,권***,2013-05-20,완료
1655,인증키 문의 2,양***,2013-05-20,완료
1654,공유자원포털 검색 Open API 문의,문***,2013-05-20,완료
1653,서비스키 등록 오류,정***,2013-05-16,완료
1651,서비스키 등록 오류입니다.,김***,2013-05-16,완료
1652,서비스키 등록 오류입니다2.,김***,2013-05-16,완료
1650,서울 버스 정류장 위치정보,옥***,2013-05-16,완료
4389,"""인증키값이 없습니다. 인증키값을 넣으세요."" 라는 메시지에 대해서 문의드립니다.",s******,2013-05-16,완료
1649,서울시 버스 api,김***,2013-05-15,완료
1648,요청데이타를 아직 받지 못했습니다.,김***,2013-05-15,완료
1647,인증키,양***,2013-05-15,완료
1646,공공취업정보조회 서비스 받을 수 있도록 신경 좀 써주세요.,김***,2013-05-15,완료
1645,지역기반 관광정보 요청메시지의 대분류 중분류 소분류,김***,2013-05-15,완료
1643,사용하라는 건지 말라는 건지...,김***,2013-05-13,완료
1642,버스정보 API 문의,이***,2013-05-13,완료
1641,도로명 주소 관련 수정 업데이트 결과는?,김***,2013-05-13,완료
1639,인증키 신청관련,신***,2013-05-10,완료
1637,한국문집총간은 어떤 뷰어로 읽어야 하나요,채***,2013-05-09,완료
1635,공유자원포털 검색 Open API 문의,문***,2013-05-08,완료
1636,출발지도착지 추가질문,김***,2013-05-08,완료
1634,버스지하철 환승경로 API,김***,2013-05-08,완료
1631,기상청 동네예보에 대한 서비스 문의,진***,2013-05-08,완료
1630,에러좀 잡아주세요...,김***,2013-05-08,완료
1629,생활법령 백문백답 '백문백답항목조회' 조회되는 것맞나요??,이***,2013-05-07,완료
1628,안드로이드 개발,김***,2013-05-07,완료
1616,제주도 관광지 정보 에러 메시지,진***,2013-05-06,완료
1620,공유자원포털 정렬관련,문***,2013-05-06,완료
1625,생활법령 백문백답으로 닷넷개발하려고 하는데 샘플코드 같은거 없나?,이***,2013-05-06,완료
1624,SERVICE ACCESS DENIED ERROR,이***,2013-05-06,완료
1622,"동네 예보에서 nx,ny 값 가져오기",진***,2013-05-06,완료
1621,동네예보정보조회서비스 요청코드 문제,진***,2013-05-06,완료
1617,기상청 예보구역코드조회 서비스에 대한 질문,진***,2013-05-06,완료
1618,동네예보정보조회서비스 의 요청필드 값에 대한 질문,진***,2013-05-06,완료
1598,DATA승인 후 다운로드 안돼요.,김***,2013-04-24,완료
1613,에러코드 20 추가질문드립니다.,전***,2013-05-02,완료
1540,질문합니다.,배***,2013-04-15,완료
1612,에러코드 20,전***,2013-05-02,완료
1609,'생활법령 백문백답 서비스' 신청했는데 언제 승인되는가?,이***,2013-04-30,완료
4348,서비스통합인증키?,s******,2013-05-02,완료
1610,우정사업 수정작업 어디까지?,김***,2013-05-01,완료
1606,항공운항정보 공유서비스 API오류 확인요청,김***,2013-04-26,완료
1611,연락처가 입력되지 않았다는 이유로 신청이 반려되었습니다.,양***,2013-05-01,완료
1608,공항코드정보 API(확인요청),김***,2013-04-26,완료
1607,전주 api 문의,박***,2013-04-26,완료
1600,서비스키 에러,정***,2013-04-25,완료
1605,수정여부요?,김***,2013-04-26,완료
1604,하나더 질문할게요,김***,2013-04-26,완료
1603,담당자님,김***,2013-04-26,완료
1601,서비스키가 등록되지 않았다는 에러가 발생합니다.,김***,2013-04-25,완료
1602,공공데이터 담당자님,김***,2013-04-26,완료
1599,api를 활용한 스마트폰 어플리케이션에 광고,김***,2013-04-25,완료
1597,아래 주소 검색 질문 관련 추가...,오***,2013-04-24,완료
1595,"잘되던 국가법령정보 API가 안되네요,",김***,2013-04-24,완료
1596,도로명검색할때 꼭 'euc-kr'인코딩해야하는건가요?,이***,2013-04-24,완료
1594,아래 주소 검색 관련 글에 이어서...,오***,2013-04-24,완료
1593,경기버스정보 api사용문제,손***,2013-04-24,완료
1592,주소 검색 관련 질문...,오***,2013-04-23,완료
1591,일일트래픽,이***,2013-04-23,완료
1587,데이타승인시까지 늦네요.,김***,2013-04-22,완료
1590,버스 OpenAPI 일일 트랙픽 문의,이***,2013-04-23,완료
1585,raw data 문의,양***,2013-04-22,완료
1586,버스 정류장 위치 정보,강***,2013-04-22,완료
1584,다운을 받지 못합니다,김***,2013-04-22,완료
1580,확인바랍니다.,김***,2013-04-22,완료
1578,[재문의] INVALID REQUEST PARAMETER ERROR. 문의입니다.,김***,2013-04-20,완료
1583,담당자님 보세요,김***,2013-04-22,완료
1539,서울시 정류소정보조회서비스 open API관련 문의합니다,오***,2013-04-15,완료
1563,서울시 정류소정보,오***,2013-04-18,완료
1582,문의드린거 어떻게 되었는지요?,김***,2013-04-22,완료
1548,경기도 api 버스 관련,간***,2013-04-16,완료
1579,서비스 승인 처리 요청,진***,2013-04-19,완료
1554,"주간예보정보조회서비스, 동네예보정보조회서비스의  문의드립니다.",이***,2013-04-17,완료
1577,전화 다시 주세요,김***,2013-04-19,완료
1574,반려되었는데요.,유***,2013-04-19,완료
1576,흠 확인 하였습니다.,김***,2013-04-19,완료
