No,Title,Writer,Date,Status
14061,버스 정류장 정보 받아오는 api...,정***,2017-04-03,완료
14058,LIMITED_NUMBER_OF_SERVICE_REQUESTS_PER_SECOND_EXCEEDS_ERROR,박***,2017-04-03,완료
14055,"국민연금공단, 사업장정보서비스 API",이***,2017-04-03,완료
14054,포항오존존데 자료 관련 문의,하***,2017-04-03,완료
14022,회원정보 수정관련,배***,2017-03-31,완료
14053,데이터 갱신주기가 어덯게 되나요?,장***,2017-04-03,완료
14031,로그인관련 버그 및 보안문제.,한***,2017-04-01,완료
14049,UNREGISTERED IP ERROR,이***,2017-04-03,완료
14045,운영 계정 신청 오류,이***,2017-04-03,완료
14046,운영계정 신청 했는데 언제쯤 승인 날까요? 계속 신청 상태 입니다.,김***,2017-04-03,완료
14047,공공주택 에너지 사용정보 api  오류,김***,2017-04-03,완료
14040,XML/JSON 이용시 한글깨짐 문의,문***,2017-04-03,완료
14041,도착정보조회서비스 이용중 데이터가 나오질 않아 문의 드립니다.,오***,2017-04-03,완료
14026,json 요청시 한글 깨짐..,박***,2017-03-31,완료
14043,운영 계정 신청 오류,이***,2017-04-03,완료
14039,활용 승인 API 문의,이***,2017-04-03,완료
