No,Title,Writer,Date,Status
14336,병원 데이터 조회 문의,박***,2017-05-01,완료
14341,개발계정 만료일이 끝나면 어떻게???,손***,2017-05-02,완료
14339,수고가 많으십니다,전***,2017-05-02,완료
14340,ACCESS DENIED는 무슨 문제인가요,손***,2017-05-02,완료
14337,안녕하십니까 ?,전***,2017-05-02,완료
14335,실데이터..,정***,2017-05-01,완료
14334,키 등록이 안됩니다.,손***,2017-05-01,완료
14324,동네예보정보조회 api 관련..,노***,2017-04-30,완료
14329,트래픽 증설 요청,김***,2017-04-30,완료
14330,api페이지 접속이 안됩니다.,정***,2017-05-01,완료
14327,apis.data.go.kr 접속이 안됩니다.,트******,2017-04-30,완료
14326,오픈api 이페이지를 표시할 수 없습니다라고 뜹니다,이***,2017-04-30,완료
14331,데이터 이용,정***,2017-05-01,완료
14328,데이터 정보 확인,정***,2017-04-30,완료
14323,출입국관광통계 API 사용화면 에러 수정요청의 件,신***,2017-04-28,완료
14322,동네예보정보 조회 서비스 동작이 정상적이지 않습니다.,신***,2017-04-28,완료
14321,상권 데이터 오류 문의,탁***,2017-04-28,완료
14300,병원 이미지 관련,박***,2017-04-27,완료
14320,데이터 등록요청 및 심의진행관련 문의드립니다.,나***,2017-04-28,완료
14316,기관별 공공데이터 제공 현황,강***,2017-04-28,완료
14314,open api 관련 문의,김***,2017-04-28,완료
14318,문의드립니다. 서비스키관련,권***,2017-04-28,완료
14315,부산버스정보시스템 변경건.,장***,2017-04-28,완료
14313,api문의,이***,2017-04-28,완료
14308,여객편 운항 서비스 에러,황***,2017-04-27,완료
14310,부산 시내버스 API 오류 (재문의),홍***,2017-04-28,완료
14306,여객편 운항현황 에러,황***,2017-04-27,완료
14305,공공데이터 자료요청 관련 파일 미첨부,조***,2017-04-27,완료
14304,서비스 키 에러,박***,2017-04-27,완료
14302,국회도서관 OPENAPI 검색 문의,이***,2017-04-27,완료
14303,[재질문] SERVICE ACCESS DENIED ERROR,임***,2017-04-27,완료
14295,공공데이터 신청 취소,손***,2017-04-26,완료
14256,몇가지 문의드립니다.,이***,2017-04-22,완료
14301,api문의,이***,2017-04-27,완료
14297,부산시 시내버스 서버 변경 API 오류,홍***,2017-04-26,완료
14299,SERVICE ACCESS DENIED ERROR,임***,2017-04-27,완료
14294,공공데이터 제공신청,강***,2017-04-26,완료
14293,부산 시내버스 api 에러관련 문의,신***,2017-04-26,완료
14290,대기오염정보 조회 서비스 문의,윤***,2017-04-26,완료
14291,전국 응급의료정보 서비스,황***,2017-04-26,완료
14289,버스 api 정보 관련.,류***,2017-04-26,완료
14283,Open API 활용현황 관련해서...,신***,2017-04-25,완료
14286,SERVICE ACCESS DENIED ERROR.,이***,2017-04-26,완료
14281,키 인증 오류.,류***,2017-04-25,완료
14282,URL 키 인증오류로 인하여 문의 드립니다.,동***,2017-04-25,완료
14272,실시간경락정보 api 오류문의 입니다.,박***,2017-04-25,완료
14276,트래픽 한도 증설 요청,이***,2017-04-25,완료
14273,나라장터 입찰공고 조회 문의드립니다.,김***,2017-04-25,완료
14253,국내항공운항정보 서비스 문의 드립니다.,강***,2017-04-24,완료
14269,SERVICE ACCESS DENIED ERROR. 오류,이***,2017-04-24,완료
14268,API 키 발급 문의,서****,2017-04-24,완료
14267,건축물대장 서비스 오류,한***,2017-04-24,완료
14261,국토교통부 api 오류 문의,김***,2017-04-24,완료
14249,국내항공운항정보 서비스 - 오퍼레이션 - 운임 컬럼(economyCharge) 누락,우***,2017-04-21,완료
14251,[질문] 병원정보 API 이용시 요양기관 기호 복호화 관련 문의 드립니다.,정***,2017-04-21,완료
14260,api 활용 신청 문의,박***,2017-04-23,완료
14255,신청한 api 키 확인 방법,김**,2017-04-22,완료
14248,한국공항공사_항공기운항정보API 관련 질문 입니다.,이***,2017-04-21,완료
14232,국내 항공운항 정보 문의드립니다.,강***,2017-04-19,완료
14246,기관계정 관련해서 문의드립니다,안***,2017-04-21,완료
14247,SERVICE_KEY_IS_NOT_REGISTERED_ERROR,정***,2017-04-21,완료
14244,트래픽 증설 요청,김***,2017-04-21,완료
14229,2017년 1월 13일 이후로 자료가 검색되지 않습니다.,박***,2017-04-19,완료
14238,공공취업정보 조회 서비스 에러문제,정**,2017-04-20,완료
14239,신)동네예보정보조회서비스  api 문의,곽***,2017-04-20,완료
14237,나라장터 입찰공고정보서비스  이용문의...,김***,2017-04-19,완료
14235,국내 항공 운항정보 문의,안***,2017-04-19,완료
14234,건축물대장정보 서비스 API 문의드립니다.,최***,2017-04-19,완료
14233,건축물대장정보 서비스 API 문의드립니다.,최***,2017-04-19,완료
14231,학교급식 정보 제공,정***,2017-04-19,완료
14227,국내 항공운항정보 질문드립니다.,강***,2017-04-18,완료
14228,UNREGISTERED IP ERROR,박***,2017-04-19,완료
14225,서비스 제공범위,김***,2017-04-18,완료
14224,서비스 키 에러,김***,2017-04-18,완료
14223,버스정류장조회서비스 API 질문입니다.,이***,2017-04-18,완료
14222,서울시 구간 인구이동 자료관련 문의,이***,2017-04-18,완료
14216,항공기 운항정보 api 문의 드립니다.,강***,2017-04-17,완료
14220,지난번 문의내역이 처리가 되지 않아 재문의 합니다.,권***,2017-04-18,완료
14215,TM 좌표 문의,이***,2017-04-17,완료
14218,error,조***,2017-04-18,완료
14211,표준데이터 등록관련,윤***,2017-04-17,완료
14214,"경도,위도로 TM 좌표 측정방식 구하는 방법이 있을까요?",이***,2017-04-17,완료
14210,SERVICE KEY IS NOT REGISTERED ERROR,엄***,2017-04-17,완료
14208,버스 관련 기반정보 조회 문의,최***,2017-04-17,완료
14213,SERVICE KEY IS NOT REGISTERED ERROR,최***,2017-04-17,완료
14168,전국장애인편의시설정보조회 API 문의,박***,2017-04-12,완료
14205,공동주택관리비(개별사용료)정보제공서비스 운영계정 신청 문의입니다.,김***,2017-04-17,완료
14204,등록되지 않은 서비스키입니다.,장***,2017-04-17,완료
14206,미세먼지 결과값에러 SERVICE ACCESS DENIED ERROR.,이***,2017-04-17,완료
14203,SERVICE KEY IS NOT REGISTERED ERROR.,이***,2017-04-17,완료
14200,SERVICE KEY IS NOT REGISTERED ERROR,정***,2017-04-16,완료
14198,SERVICE KEY IS NOT REGISTERED ERROR.,장***,2017-04-16,완료
14201,SERVICE KEY IS NOT REGISTERED ERROR.,이***,2017-04-16,완료
14202,안녕하세요 공공데이터 포털 접속이 안됩니다.,여***,2017-04-17,완료
14196,안녕하세요~,문***,2017-04-14,완료
14195,지난번 oasis 제공에 대헤 문의드렸었는데요.,김***,2017-04-14,완료
14194,의안정보 API 중 비회기의안의 프로세스 요청드립니다.,김***,2017-04-14,완료
14191,SERVICE KEY IS NOT REGISTERED ERROR. 질문입니다.,윤***,2017-04-14,완료
14190,[공공데이터 이용관련],이***,2017-04-14,완료
14184,의안정보 API 비회기 데이터 관련 문의드립니다.,김***,2017-04-14,완료
14187,목록 정비 관련,장***,2017-04-14,완료
14183,대기오염 서비스 결과를 가져오지 못합니다.,정***,2017-04-13,완료
14179,의안정보 API 카운트 문의드립니다.,김***,2017-04-13,완료
14182,api key 문의,관***,2017-04-13,완료
14181,한국예탁결제원 API 결과데이터 문의,강***,2017-04-13,완료
14170,수산물 수협 물류센터/공판장 재고정보 관련 다른 질문입니다,박***,2017-04-12,완료
14177,전체목록 조회 오류,권***,2017-04-13,완료
14178,제주 실시간 교통상황 api 오류,서***,2017-04-13,완료
14172,기상청에서 제공하는 열지수 문의,조***,2017-04-12,완료
14149,수산물 수협 물류센터/공판장 재고정보 관련 질문입니다.,박***,2017-04-11,완료
14175,저작권 표시 부분 문의드립니다.,김***,2017-04-13,완료
14157,의안정보 API 비회기 관련 문의드립니다.,김***,2017-04-12,완료
14173,오픈API 신청했는데 승인 언제쯤 될까요??,박***,2017-04-13,완료
14169,oasis 이용방법,김***,2017-04-12,완료
14165,Parameter(인증키)가 존재하지 않습니다.,이***,2017-04-12,완료
14152,정보가 잘못나온것 같네요.,이***,2017-04-11,완료
14163,제주 교통상황 api - '등록되지 않은 서비스키입니다',서***,2017-04-12,완료
14160,서울시 지하철역 교통카드 기반의 OD자료,김***,2017-04-12,완료
14158,인증 키 및 사용 방법 문의,류***,2017-04-12,완료
14156,유기동물 조회 서비스,김***,2017-04-12,완료
14144,"HTTP ERROR , SERVICE ERROR 가 나옵니다.",김***,2017-04-11,완료
14151,"returnReasonCd=4, HTTP_ERROR는 어떻게 해결하는지요?",정***,2017-04-11,완료
14153,결과 값 오류,류***,2017-04-12,완료
14154,결과값오류,고***,2017-04-12,완료
14155,오류 발생,박***,2017-04-12,완료
14145,수자원공사 조회 서비스,김***,2017-04-11,완료
14130,의안정보 OpenAPI 관련 문의드립니다.,김***,2017-04-10,완료
14150,조달청 입찰공고 정보,송***,2017-04-11,완료
14135,의약품 제품 허가 상세정보조회 조회 서비스중 결과값중 URL링크 오류,박***,2017-04-10,완료
14146,지하철 시간표 문의 드립니다.,애******,2017-04-11,완료
14147,일일트래픽 초기화 가능한가요?,하***,2017-04-11,완료
14133,수자원공사 입찰공고 조회 서비스,김***,2017-04-10,완료
14136,초보적인 질문이라,정***,2017-04-10,완료
14134,기본적인 질문이긴 한데요..,장***,2017-04-10,완료
14137,항공 관련 API 문의입니다.,여***,2017-04-10,완료
14138,IP 관련 질문입니다.,황***,2017-04-10,완료
14139,방재기상자료 요청문의,조***,2017-04-10,완료
14117,04 HTTP에러.,유***,2017-04-08,완료
14128,SERVICE KEY IS NOT REGISTERED ERROR 오류,강***,2017-04-10,완료
14126,의약품허가정보조회 인증서 에러,신***,2017-04-10,완료
14118,개발계정 신청이 아직도 승인되지않았습니다.,정***,2017-04-08,완료
14116,가용한 세션이 존재하지 않습니다.,유***,2017-04-08,완료
14120,가용한 세션이 존재하지 않습니다. (100/100),이***,2017-04-09,완료
14123,키를 발급받고 시간이 지나도 계속 30 에러가 뜨네요.,크******,2017-04-09,완료
14119,택배 데이터 문의,송***,2017-04-08,완료
14115,서비스 신청완료 하였는데 서비스키 등록안되었다는 에러발생,정***,2017-04-08,완료
14109,운영계정 신청이 상당한 시간이 흘렀는데 신청상태에 있습니다.,박***,2017-04-07,완료
14110,소속기관 변경에 따른 정보변경 요청,김***,2017-04-07,완료
14107,MCPO-APR-E07-OpenAPI활용가이드_국립수목원_식물자원서비스_v2.0 다운로드 해도 크기가 0입니다.,김***,2017-04-06,완료
14111,api 접속 문제,박***,2017-04-07,완료
14108,서울시 버스도착정보 API 서비스키 인증 에러,김***,2017-04-06,완료
14102,버스 OD 데이터,김***,2017-04-06,완료
14090,조달청 물품목록정보서비스 목록정보(일반검색) 품목 목록 조회 오류 확인요청드립니다,오***,2017-04-05,완료
14095,[봉사참여정보서비스] 공공데이터 호출 관련 요청,김***,2017-04-06,완료
14098,병역법 관련 문의 드립니다.,김***,2017-04-06,완료
14092,정류소정보조회 서비스 신청 문의,홍***,2017-04-06,완료
14093,오픈API [인천공항] 화물편 출발현황 (국문) 등.. 승인이 언제쯤 될까요?,알****,2017-04-06,완료
14091,국내선 항공기스케줄 데이터 문의,안***,2017-04-05,완료
14084,게이트웨이 내부 서비스 오류,유****,2017-04-05,완료
14089,동물보호관리시스템 유기동물 조회 서비스 관련 문의,김***,2017-04-05,완료
14088,데이터 확인 하기,장***,2017-04-05,완료
14077,조달청 api 문의,박***,2017-04-05,완료
14082,[HTTP Status 420]예상치 못한 예외가 발생하였습니다. 빠른 시일 내 조치하도록 하겠습니다.,이***,2017-04-05,완료
14087,문의드립니다.,애******,2017-04-05,완료
14083,출/도착지기반열차정보 조회 결과가 항상 0건으로 나옵니다.,박***,2017-04-05,완료
14081,API  신청,박***,2017-04-05,완료
14080,운영계정 신청한 서비스가 신청상태에서 머물러있습니다.,김***,2017-04-05,완료
14079,서울 봄꽃길 정보,김***,2017-04-05,완료
14076,노인장기요양보장제도 예산에 대해서 궁금합니다.,한***,2017-04-05,완료
14074,SERVICE KEY IS NOT REGISTERED ERROR,조***,2017-04-04,완료
14018,광주광역시 문화예술회관 공연정보,이***,2017-03-30,완료
14072,버스노선정보조회서비스,김***,2017-04-04,완료
14062,사업장 정보조회 서비스(국민연금공단) API는 정상동작 하는건지요?,백***,2017-04-04,완료
14057,도착정보조회서비스 이용중 데이터가 나오질 않아 재문의 드립니다.[파라미터값 넣었습니다.],오***,2017-04-03,완료
14012,아파트 매매 자료 API 문의,임***,2017-03-30,완료
14073,기상청 동네예보 조회 오류 확인 요청,박***,2017-04-04,완료
14071,SERVICE ACCESS DENIED ERROR,박***,2017-04-04,완료
14069,"TAGO 대구, 경산 버스 API 문의",고****,2017-04-04,완료
14050,수자원공사 입찰공고 조회 서비스 데이터 누락,김***,2017-04-03,완료
14066,SERVICE ACCESS DENIED ERROR,유***,2017-04-04,완료
14067,테스트로 올린 공공데이터 시각화 파일삭제 방법,한***,2017-04-04,완료
