No,Title,Writer,Date,Status
6954,온라인 가격 정보   접근이 안됩니다.,장***,2015-07-16,완료
6953,정류소 정보 공유 요청을 하였는데 API 형태가 아닌 CSV 파일 형태로 정보를 받을 수 있나요?,최***,2015-07-16,완료
6949,병원 및 응급의료기관 기본정보 조회 응답 결과 확인 요청,김***,2015-07-16,완료
6951,위성영상정보조회서비스가 되지 않습니다.,김***,2015-07-16,완료
6940,안녕하세요 문의 드릴께 있어서요,f******,2015-07-16,완료
6946,인증되지 않은 키라고 나옵니다.,김***,2015-07-16,완료
6950,기상청 동네예보정보조회서비스 api로 개발하는데요 SERVICE ASSESS DENIED ERROR가 뜹니다.,전***,2015-07-16,완료
6945,SERVICE KEY IS NOT REGISTERED ERROR.,서***,2015-07-16,완료
6943,전국 전자세금계산서표준인증사업자 현황 사용법 어떻게하나요.,김***,2015-07-16,완료
6942,동네예보 트래픽에 대해 문의드립니다..,임***,2015-07-16,완료
6938,기상청 동네예보정보 - 과거 데이터 조회 API 문의,이***,2015-07-15,완료
6923,조달청 API 재문의입니다. (개찰결과가 아니라 개찰완료 목록이 출력되지 않습니다.),박***,2015-07-15,완료
6936,java.net.UnknownHostException: openapi.utradehub.or.kr,양***,2015-07-15,완료
6930,SERVICE KEY IS NOT REGISTERED ERROR,배***,2015-07-15,완료
6935,승인 일정이 궁금합니다.,김***,2015-07-15,완료
6919,조달청 api 문의(낙찰정보의 개찰결과 - 개찰완료 목록 조회),박***,2015-07-14,완료
6922,개발계정에서 운영계정으로 바뀌었는데도 22 번 접속 횟수제한 오류가 납니다.,이***,2015-07-14,완료
6914,공간데이터 서비스 등록 문의,서***,2015-07-14,완료
6918,동네예보 실황조회 오류,김***,2015-07-14,완료
6913,지번주소 새우편번호검색 서비스 문의 입니다.,윤***,2015-07-14,완료
6915,경기도 버스도착정보가 안나옵니다.,김***,2015-07-14,완료
6917,병원정보서비스 이용에 문제가 있습니다.,전******,2015-07-14,완료
6903,부산 문화/공연/전시 정보서비스 정보 관련되서 질문드립니다.,김***,2015-07-13,완료
6907,새우편번호 도로명주소 검색문의 입니다.,윤***,2015-07-13,완료
6909,SERVICE ACCESS DENIED ERROR,김***,2015-07-13,완료
6904,"openapi.war, pubc.war 확인요청",이***,2015-07-13,완료
6900,UNREGISTERED IP ERROR 에러가 납니다.,전***,2015-07-13,완료
6891,전국 학교 주소 api 서비스 인증이 안됩니다,윤***,2015-07-12,완료
6893,새우편번호 도로명주소조회 서비스 관련..,오***,2015-07-13,완료
6884,공공데이터 신청관련,이***,2015-07-10,완료
6890,Error Creating Image 관련,곽***,2015-07-12,완료
6889,SERVICE ACCESS DENIED ERROR 에러가 납니다.,전***,2015-07-12,완료
6886,인증문제 때문에 문의 드립니다.,김***,2015-07-11,완료
6879,활용방법 문의,김***,2015-07-09,완료
6880,"지번주소, 도로명주소 조회서비스 인증키 관련 문제 입니다.",윤***,2015-07-10,완료
6882,SERVICE ACCESS DENIED ERROR,김***,2015-07-10,완료
6878,NO OPENAPI SERVICE ERROR관련,서***,2015-07-09,완료
6877,Key인증실패: SERVICE ACCESS DENIED ERROR,송***,2015-07-09,완료
6875,승인관련 문의드립니다.,김***,2015-07-09,완료
6871,남북한 언어사전(수시) 문의합니다.,이***,2015-07-09,완료
6874,API신청 활용,허***,2015-07-09,완료
6863,전국 응급의료정보조회 서비스 API 질문입니다.,최***,2015-07-09,완료
6866,utf 인코딩 문의,정***,2015-07-09,완료
6865,openapi 관련 문의 입니다.,박***,2015-07-09,완료
6862,openapi 관련 질문입니다.,박***,2015-07-08,완료
6844,도로명 주소와 새우편번호 조회 API 건,이***,2015-07-07,완료
6853,전국 응급의료정보조회 서비스 API 질문입니다.,최***,2015-07-08,완료
6851,SERVICE KEY IS NOT REGISTERED ERROR 하루이상,송***,2015-07-08,완료
6850,오류메세지: 인증되지 않은 키 입니다,조***,2015-07-08,완료
6849,한번 더 여쭙니다. 잘 안되네요.,윤***,2015-07-08,완료
6848,SERVICE KEY IS NOT REGISTERED ERROR 오류 문의,서***,2015-07-08,완료
6845,연장신청관련 문의드립니다.,변***,2015-07-07,완료
6842,인증되지 않은 키 오류,이***,2015-07-07,완료
6840,SERVICE ACCESS DENIED ERROR. 및 특정API 의 결과 값에 대한 문의,김***,2015-07-07,완료
6839,SERVICE ACCESS DENIED ERROR 관련 문의드립니다,변***,2015-07-06,완료
6837,나라장터 Open API관련 재질문 드립니다.,서***,2015-07-06,완료
6836,SERVICE ACCESS DENIED ERROR 관련 문의드립니다.,서***,2015-07-06,완료
6827,API 인증키 에러관련입니다.,차***,2015-07-06,완료
6823,동네예보 XML 조회시 하늘상태 풍향 풍속 데이터 항목이 없는데 이유좀 알수있을까요?,임***,2015-07-06,완료
6824,전국 응급의료정보조회 서비스 API 질문입니다.,최***,2015-07-06,완료
6816,주간 날씨 예보 api 는 없는 것인가요?,김***,2015-07-05,완료
6814,미아 찾기 api는 없을까요?,정***,2015-07-04,완료
6807,체험마을 파일 데이터 인코딩이 꺠지는데요.,이***,2015-07-03,완료
