No,Title,Writer,Date,Status
8906,경기도 버스 기반데이터 API 질문이요.,백***,2016-01-08,완료
8900,활용신청 승인은 언제되는건지요?,전***,2016-01-08,완료
8904,기관회원가입 관련 문의,김**,2016-01-08,완료
8894,동네예보 조회 API 관련 문의,전***,2016-01-08,완료
8892,어제 허가까지 되었는데 아직도 안되네요,이***,2016-01-07,완료
8899,서버 UNREGISTERED IP ERROR. 입니다.,김***,2016-01-08,완료
8907,서비스키 문의,여***,2016-01-08,완료
8896,버스 정보 API관련,김***,2016-01-08,완료
8898,축산물등급판정정보서비스-소 권역별 경락가격현황 데이터 문의,도***,2016-01-08,완료
8901,APPLICATION ERROR.,최***,2016-01-08,완료
8905,인증키 에러,허***,2016-01-08,완료
8902,SERVICE ACCESS DENIED ERROR 에러 확인 부탁드립니다.,김***,2016-01-08,완료
8903,전국 무인민원발급기 인증되지 않은 서비스키,김***,2016-01-08,완료
8780,정류소 노선별 저상버스 도착 정보 목록 조회,위***,2015-12-30,완료
8891,모든서비스가 인증키재발급을받아도 register error 입니다,김***,2016-01-07,완료
8893,공익요원의 아르바이트,김***,2016-01-07,완료
8890,그동안 잘 사용하던  API가 SERVICE ACCESS DENIED ERROR 뜹니다.,김***,2016-01-07,완료
8888,"1시간이아니라 4일을 기다려도 바로보기,xml,json 모든것에서  not register error 뜹니다.",김***,2016-01-07,완료
8882,경기도/서울시 버스 API 트래픽 증가 요청관련,부**,2016-01-07,완료
8875,여행경보제도 관련 에러 및 후속조치,강***,2016-01-06,완료
8887,주식정보서비스 재요청,황***,2016-01-07,완료
8886,공개데이터 전체리스트를 볼 수 있는 자료를 요청드립니다.,김***,2016-01-07,완료
8877,SERVICE KEY IS NOT REGISTERED ERROR.,강***,2016-01-06,완료
8883,주식 정보 서비스 API 문의,황***,2016-01-07,완료
8876,심평원 병원정보조회 문의 (hospInfoService),황***,2016-01-06,완료
8874,국토교통부에서 제공하는 지하철정보서비스 이용 문의드립니다.,송***,2016-01-06,완료
8879,이메일 관련 문의입니다.,임***,2016-01-06,완료
8866,운영계정 관련 문의드립니다.,이***,2016-01-06,완료
8859,운영계정 신청 처리 지연 문의입니다.,서***,2016-01-06,완료
8869,운영계정 승인후에도 SERVICE KEY IS NOT REGISTERED ERROR.가뜹니다,김***,2016-01-06,완료
8873,어린이 생물찾기 API관련문의입니다.,서***,2016-01-06,완료
8872,어떤 조건으로 검색을 해도 Normal Service에 total count 0건으로 조회 됩니다.,류***,2016-01-06,완료
8858,어린이생물찾기 서비스 사용 중 문의 사항입니다.,서***,2016-01-06,완료
8823,자유등록 문의,양***,2016-01-04,완료
8871,기상청 신 초단기 예보 조회 이상,김***,2016-01-06,완료
8865,도로명주소 우편번호 조회서비스,오***,2016-01-06,완료
8846,날씨 API 질문,이***,2016-01-05,완료
8833,(신)동네예보 서비스 호출 응답값 이상,박***,2016-01-05,완료
8825,접속 관련,정***,2016-01-05,완료
8835,나라장터 입찰정보 조회 오류,류***,2016-01-05,완료
8848,조달청 입찰정보 및 계약정보 요청,강***,2016-01-05,완료
8832,공공데이터 포털 OPEN API관련 문의,김***,2016-01-05,완료
8830,(신)동네예보정보조회서비스 서비스키 오류,박***,2016-01-05,완료
8837,API 문의,한***,2016-01-05,완료
8838,서울시 버스 API 사용 문의드립니다.,이***,2016-01-05,완료
8822,신검 재검신청 가능?,이***,2016-01-04,완료
8836,인증되지 않은 키 확인 요청,맹***,2016-01-05,완료
8821,접속 에러 관련,정***,2016-01-04,완료
8819,활용사례 자유등록은 승인이 안되는 건가요?,양***,2016-01-04,완료
8806,LIMITED NUMBER OF SERVICE REQUESTS EXCEEDS ERROR 에러가 뜹니다.,이***,2015-12-31,완료
8805,동네예보조회서비스 API 키 등록에러,임***,2015-12-31,완료
8814,서비스키 인증 문제,오***,2016-01-04,완료
8804,API 오류,오***,2015-12-31,완료
8727,아래내용 추가문의,송***,2015-12-24,완료
8811,병원코드정보서비스 - SERVICE ACCESS DENIED ERROR 에러,정***,2016-01-04,완료
8808,기술행정병지원 관련,조***,2016-01-02,완료
8795,중기예보가 안되어 문의드렸는데..,용***,2015-12-31,완료
8803,오픈 API 신청 관련,정***,2015-12-31,완료
8763,조달청 계약정보 api에 대해 문의가 있습니다.,박***,2015-12-29,완료
8802,[재문의] Key인증실패: SERVICE KEY IS NOT REGISTERED ERROR,명***,2015-12-31,완료
8793,SERVICE KEY IS NOT REGISTERED ERROR 문제,이***,2015-12-31,완료
8792,대기오염정보 조회 서비스 open api 문의,신***,2015-12-31,완료
8800,Bad Gateway,조***,2015-12-31,완료
8782,API 사용시 키값 문의,박***,2015-12-30,완료
8798,API 미리보기 했는데 실패가 뜨네요,정***,2015-12-31,완료
8791,현역 입영날짜에 대해,강***,2015-12-30,완료
8801,사회복무요원 관련,박***,2015-12-31,완료
8786,인증키 에러 문제,오***,2015-12-30,완료
8773,운영계정에서 재신청을 잘못눌렀습니다.,이***,2015-12-30,완료
8774,API관련 문의입니다.,이***,2015-12-30,완료
8781,승인후 SERVICE KEY IS NOT REGISTERED ERROR,송***,2015-12-30,완료
8775,전국 동물병원 api 재 질의,애***,2015-12-30,완료
8788,현역병에 관하여,문***,2015-12-30,완료
8783,상세정보조회서비스의 인증키 문의드립니다.,오***,2015-12-30,완료
8779,대기오염정보 조회 서비스 API 호출 문제,이***,2015-12-30,완료
8772,전국 동물병원 현황  api,애***,2015-12-30,완료
8771,징병검사 신청에서 오류가 나요,남***,2015-12-29,완료
8770,현역병 선발취소에 대해,이***,2015-12-29,완료
8765,API 문의입니다.,서***,2015-12-29,완료
8764,국토교통부 데이터 정보 요청시에러가 납니다,백***,2015-12-29,완료
8767,남양주 의정부~ 강변 1-2번 버스관련,유***,2015-12-29,완료
8761,기상청 중기예보 SERVICE ACCESS DENIED ERROR 문제입니다.,김***,2015-12-29,완료
8766,경기도 / 서울시 에서 관리하는 버스 API 관련 질문입니다.,부**,2015-12-29,완료
8743,사고 및 고장 승강기 이력 정보 서비스 API Key 오류관련 문의(2),최***,2015-12-28,완료
8748,국토교통부 도착정보 조회 서비스 데이터 중복,백***,2015-12-28,완료
8755,API 관련 재 요청건입니다.,김***,2015-12-29,완료
8754,기상청 중기예보 SERVICE ACCESS DENIED ERROR,용***,2015-12-29,완료
8753,입영연기 문의,최***,2015-12-28,완료
8751,공공데이터 등록자인데 파일을 다운로드받으면 파일이름에 +가 붙습니다...,윤***,2015-12-28,완료
8736,운영계정 신청 처리 지연 문의입니다.,서***,2015-12-28,완료
8741,어린이생물찾기 서비스 API 이용중 문의 사합니다.,서***,2015-12-28,완료
8747,API  관련문의입니다.,서***,2015-12-28,완료
8737,API 키 발급관련,김***,2015-12-28,완료
8742,마을 버스 정류장 정보,박***,2015-12-28,완료
8746,전국 영화상영관 현황 API 문의,정***,2015-12-28,완료
8744,2월 기숧병 지원상태에서 3월 기술행정병 접수 가능한가요?,홍***,2015-12-28,완료
8740,사고 및 고장 승강기 이력 정보 서비스 API Key 오류 관련 문의,최***,2015-12-28,완료
8739,공인인증서를 등록하고 ..,t******,2015-12-28,완료
8708,공룡백과사전 API,서***,2015-12-23,완료
8694,API관련 문의가 있습니다.,임***,2015-12-22,완료
8731,서비스 조회 url,고***,2015-12-24,완료
8732,서비스 조회가 안됩니다.,김***,2015-12-24,완료
8728,서비스 조회 안됨,고***,2015-12-24,완료
8725,API 작동유무,김***,2015-12-24,완료
8729,동네예보 데이터 조회 문의,어***,2015-12-24,완료
8724,Temporary Redirect  에러는 어떤 내용인가요?,정***,2015-12-24,완료
8711,에어 코리아 API관련 문의,김***,2015-12-23,완료
8714,아래 	SERVICE KEY IS NOT REGISTERED ERROR 추가 문의,송***,2015-12-23,완료
8719,ws.bus.go.kr api 인증키 오류 문의입니다.,이***,2015-12-23,완료
8716,SERVICE_ACCESS_DENIED_ERROR(중기예보) 추가문의,김***,2015-12-23,완료
8717,rest 방식 중 Post 적용 문의,이***,2015-12-23,완료
8706,airkorea의 대기오염 정보조회서비스중에서  측정소정보조회서비스,k*****,2015-12-23,완료
8712,api 기능 동작 유무,강***,2015-12-23,완료
8709,어린이생물찾기 서비스 사용 중 문의 사항입니다.,서***,2015-12-23,완료
8715,"판례검색, 발간문헌, 판례요지 API 사용 중 문의사항입니다.",서***,2015-12-23,완료
8718,현역병 입영날짜 선택으로 질문드리기 위해 문의 드렸습니다.,박***,2015-12-23,완료
8720,SERVICE KEY IS NOT REGISTERED ERROR. 에러발생,유***,2015-12-23,완료
8710,MSDS관련 문의,전***,2015-12-23,완료
8713,기상청 중기예보 SERVICE_ACCESS_DENIED_ERROR,김***,2015-12-23,완료
8707,SERVICE KEY IS NOT REGISTERED ERROR.,송***,2015-12-23,완료
8705,기상청 중기예보정보조회서비스가 안됩니다.,k*****,2015-12-23,완료
8704,부산시 시내버스 운행정보 서비스 일일 사용량(트래픽) 추가 요청건.,장***,2015-12-22,완료
8698,문의사항 없어짐,고***,2015-12-22,완료
8695,활용사례에는 언제쯤 등록이 되나요?,강***,2015-12-22,완료
8696,서비스가 어제부터 정상적으로 호출이 되지 않고 있습니다.,이***,2015-12-22,완료
8697,SERVICE KEY IS NOT REGISTERED ERROR,황***,2015-12-22,완료
8701,파일데이터 및 오픈 API 목록 일괄조회,이***,2015-12-22,완료
8691,MSDS API관련 문의,전***,2015-12-22,완료
8677,열차정보API 검색 결과가 정상적으로 출력이 안되는 거 같아요,김***,2015-12-21,완료
8680,국토교통부 실시간 정보 요청시 값이 중복되어 옵니다~,백***,2015-12-21,완료
8688,기상청 관련 API 사용 관련 문의,전***,2015-12-21,완료
8686,전국 동물병원 API관련,최***,2015-12-21,완료
8684,SERVICE KEY IS NOT REGISTERED ERROR.,장***,2015-12-21,완료
8682,SERVICE KEY IS NOT REGISTERED ERROR 오류 메세지,박***,2015-12-21,완료
8683,병역특례병 질문이요 ㅎ,임***,2015-12-21,완료
8679,생활기상지수조회 운영계정 신청,김***,2015-12-21,완료
8673,산업기능요원 관련 문의,김***,2015-12-19,완료
8676,현역병 본인일자 선택과 기술행정병 신청에 대해,조***,2015-12-20,완료
8663,공공데이터 저작권관련 문의입니다. (재문의),신***,2015-12-18,완료
8668,SERVICE KEY IS NOT REGISTERED ERROR.,이***,2015-12-18,완료
8667,OPEN API 신청건에 대한 문의,송***,2015-12-18,완료
8659,[시외버스]데이터에 대한 문의,박***,2015-12-17,완료
8654,열차정보서비스 API 신청해서 사용하고 있는데요,김***,2015-12-17,완료
8664,인증키 문의,김***,2015-12-18,완료
8670,부산시 시내버스 운행정보 서비스 트래픽에관한 문의,김***,2015-12-18,완료
8662,일반 버스에 왜 안전벨트는 없는 것인가,이***,2015-12-18,완료
8651,[HTTP Status 420]예상치 못한 예외가 발생하였습니다,이***,2015-12-17,완료
8630,Invalid Authentication key,황***,2015-12-16,완료
8652,SERVICE KEY IS NOT REGISTERED ERROR 에러 문의,이***,2015-12-17,완료
8656,서비스 승인이 안되고 있습니다.,김***,2015-12-17,완료
8626,날씨 아이콘 문의,유***,2015-12-16,완료
8645,SERVICE KEY IS NOT REGISTERED ERROR.(재문의),조***,2015-12-17,완료
8573,도대체 언제 제대로 되나요?,조***,2015-12-14,완료
8646,서비스키 인증 실패 건.,장***,2015-12-17,완료
8650,시외버스 출도착 정보 문의,박***,2015-12-17,완료
8641,API KEY오류,이***,2015-12-16,완료
8649,저작권 표시 문의,황***,2015-12-17,완료
8642,병무청 현역입영신청시오류,송***,2015-12-16,완료
8637,개선사항으로 넣어달라고 하니 운영만 하신다고 하여 여기에 적습니다.,김***,2015-12-16,완료
8596,공공데이터 저작권관련 문의입니다.,신***,2015-12-15,완료
8622,SERVICE KEY IS NOT REGISTERED ERROR,어***,2015-12-16,완료
8617,api인증키오류(재문의),김***,2015-12-16,완료
8584,인증모듈 에러,김***,2015-12-14,완료
8636,전국 경찰서 위치정보 서비스,윤***,2015-12-16,완료
8616,API신청 후 인증키 등록 오류 (재문의),박***,2015-12-16,완료
8615,인증키가 표시되지 않습니다.,류***,2015-12-15,완료
8621,버스 출도착 관련정보,박***,2015-12-16,완료
8638,api 접근 시 404 not found 리턴됩니다.,이***,2015-12-16,완료
8639,LIMITED NUMBER OF SERVICE REQUESTS EXCEEDS ERROR.,이***,2015-12-16,완료
8614,SERVICE KEY IS NOT REGISTERED ERROR,이***,2015-12-15,완료
8598,SERVICE ACCESS DENIED ERROR,김***,2015-12-15,완료
8603,정보요청 후 API를 사용할 수 있도록 확인 후 조치바랍니다.,박***,2015-12-15,완료
8595,경기도 지역 버스 정보 API 이름 문의드립니다.,정***,2015-12-15,완료
8605,경기도버스API > 기반정보 관리 서비스 업데이트 시간 문의,김***,2015-12-15,완료
8601,신규 동네예보정보서비스 이용 시 SERVICE ACCESS DENIED ERROR,박***,2015-12-15,완료
8593,일일 트래픽 및 api관련문의,전***,2015-12-15,완료
8607,환경공단의 근접측정소 목록 조회시 에러 문의 드립니다.,김***,2015-12-15,완료
8589,키 인증이 안됩니다.,채***,2015-12-15,완료
8602,경기도 버스 API질문드려요,백***,2015-12-15,완료
8592,예금자 보호대상 금융상품 조회서비스 관련 문의,정***,2015-12-15,완료
8576,[HTTP Status 420] 에러,김***,2015-12-14,완료
8580,3가지 문의 드립니다.,이***,2015-12-14,완료
8579,API 서버 연결 오류,엠***,2015-12-14,완료
8582,API 요청명세 항목 추가 가능 할까요?,이***,2015-12-14,완료
8571,게시물 내용을 확인 할 수 없습니다,이***,2015-12-14,완료
8583,SERVICE ACCESS DENIED ERROR.,k*****,2015-12-14,완료
8585,기관회원 문의,이***,2015-12-14,완료
8567,친환경인증정보 서비스 확인 요청드립니다,문***,2015-12-12,완료
8588,SERVICE KEY IS NOT REGISTERED ERROR 문의,구***,2015-12-14,완료
8586,정보변경시 HTTP Status 420 에러,이***,2015-12-14,완료
8587,SERVICE KEY IS NOT REGISTERED ERROR 오류 관련,이***,2015-12-14,완료
8581,오류문의 (SERVICE KEY IS NOT REGISTERED ERROR),김***,2015-12-14,완료
8565,[동네예보정보조회서비스] SERVICE ACCESS DENIED ERROR.,고***,2015-12-11,완료
8578,API가 계속 승인 대기 상태입니다.,오***,2015-12-14,완료
8558,전국 동물병원 현황  API,전***,2015-12-11,완료
8536,SERVICE KEY IS NOT REGISTERED ERROR,김***,2015-12-10,완료
8554,[동네예보정보조회서비스] SERVICE ACCESS DENIED ERROR.,고***,2015-12-11,완료
8562,호출 정보가 필요 하다고 해서 재문의 드립니다.,박***,2015-12-11,완료
8563,전국 문화재 현황 - 인증키 오류 발생 문의 드립니다.,이***,2015-12-11,완료
8557,우편번호 API 서비스키 오류 문의,김***,2015-12-11,완료
8553,동네예보 서비스키 에러,정***,2015-12-11,완료
8546,제가 작성한 비공개 문의글 조회도 안되네요.,김***,2015-12-11,완료
8560,축산물품질평가원 제공 데이터 에러,박***,2015-12-11,완료
8561,축산물통합이력정보 활용 상태인데 SERVICE ACCESS DENIED ERROR.이유,박***,2015-12-11,완료
8542,API 관련 문의,이***,2015-12-11,완료
8547,동네예보정보조회서비스 api 문의 드립니다.,이***,2015-12-11,완료
8538,제공된 데이타 속 썸네일 이미지 가져오기 문제,디******,2015-12-10,완료
8537,대기오염 조회 서비스 관련 확인 요청,김***,2015-12-10,완료
8526,SERVICE ACCESS DENIED ERROR.,김***,2015-12-10,완료
8534,인증키. 관련,김**,2015-12-10,완료
8525,오픈 API 선택에 대해,홍***,2015-12-10,완료
8524,SERVICE KEY IS NOT REGISTERED ERROR.,홍***,2015-12-10,완료
8519,현재 써비스중인 OPENAPI 써비스중에 조회되는 항목을 추가하려고 합니다,윤***,2015-12-09,완료
8523,우편번호 API 점검을 21시에 하는데가 어디에 있나요..ㅠ,김***,2015-12-09,완료
8529,SERVICE KEY IS NOT REGISTERED ERROR.,김***,2015-12-10,완료
8510,인천공항 OPEN API 서비스키 발급시 로그인문제,양***,2015-12-09,완료
8520,항공운항정보 일반키가 등록이 안되어 있다고 뜹니다,예***,2015-12-09,완료
8521,(신)동네예보서비스 SERVICE ACCESS DENIED 에 관한 문의입니다.,조***,2015-12-09,완료
8514,SERVICE ACCESS DENIED ERROR.,김***,2015-12-09,완료
8513,SERVICE KEY IS NOT REGISTERED ERROR.,김***,2015-12-09,완료
8507,SERVICE KEY IS NOT REGISTERED ERROR,조***,2015-12-09,완료
8503,우편번호 api가 호출이 안되요.,김***,2015-12-08,완료
8506,Bad Gateway,조***,2015-12-09,완료
8516,SERVICE KEY IS NOT REGISTERED ERROR,차***,2015-12-09,완료
8509,SERVICE KEY IS NOT REGISTERED ERROR,이***,2015-12-09,완료
8505,SERVICE KEY IS NOT REGISTERED ERROR,김***,2015-12-09,완료
8504,신체검사 이후 질병 발견했을 때 어떻게 해야되나요?,김***,2015-12-08,완료
8490,API 사용승인 신청을 하였는데 계속 대기중입니다.,오***,2015-12-07,완료
8499,SERVICE KEY IS NOT REGISTERED ERROR.,고***,2015-12-08,완료
8498,SERVICE KEY IS NOT REGISTERED ERROR.,황***,2015-12-08,완료
8493,openAPI목록 서비스 에러,홍***,2015-12-08,완료
8477,데이터 문의합니다.,김***,2015-12-04,완료
8486,위성영상 서비스 관련 문의,이***,2015-12-07,완료
8487,안녕하세요 조달청에서 제공하는 비축물자 데이터는 확인할수없는지요.,민***,2015-12-07,완료
8459,경기도 버스 open API - 기반정보조회 서비스 문의 입니다.,이***,2015-12-02,완료
8461,기상청 동네예보 관련,이***,2015-12-03,완료
8458,여행경보제도 문의,김***,2015-12-02,완료
8457,열차 정보 API 신청해서 서비스 잘 활용하고 있는데요~ 환승정보는 못 얻어오나요??,김***,2015-12-02,완료
8455,아침고요수목원 홈페이지 날씨정보 문의,인***,2015-12-02,완료
8453,서울시 버스 도착 정보 api,김***,2015-12-02,완료
8444,LIMITED NUMBER OF SERVICE REQUESTS EXCEEDS ERROR,황***,2015-12-01,완료
8442,"노선정보조회 서비스 (서울특별시) 재신청 오류, 조속히 처리부탁드립니다.",김***,2015-12-01,완료
8433,인증모듈 에러코드 발생 오류,김***,2015-11-30,완료
8431,안녕하세요 동네 예보 날씨 정보 연동 관련하여 문의드립니다.,채***,2015-11-30,완료
8429,해외투자기업 리스트 신청 언제쯤 승인날런지요,김***,2015-11-30,완료
8427,오픈API 활용 가이드 샘플,김**,2015-11-30,완료
8430,버스 노선 api 관련 문의,김***,2015-11-30,완료
8422,개발계정 신청건 승인 언제쯤 가능할지요,정***,2015-11-27,완료
8423,open api활용,김***,2015-11-27,완료
8424,노선 정보 api 이용관련 문의,김***,2015-11-29,완료
8420,전국 임대상가 현황,김***,2015-11-27,완료
8417,오류접수가 된 건지 확인해주셨으면 합니다.,이***,2015-11-27,완료
8415,제공되는 API의 기능 추가를 요청하려면 어떻게 해야합니까?,김***,2015-11-27,완료
8411,API에서 제공하는 데이터를 DB화 시킨 엑셀 파일이나 SQL 파일이 따로 있나요?,김***,2015-11-26,완료
8408,도시 코드/열차 종류 정보에 대해 다시 문의 드려요 ㅜㅜ,김***,2015-11-26,완료
8406,도시 코드 / 열차 출발역에 대한 서비스 활용신청을 어떻게 하나요?,김***,2015-11-26,완료
8407,동네예보 단기예보 조회 관련 문의 및 추가 질문,전***,2015-11-26,완료
8405,API 실데이터 전체 내용을 보고 싶은데요~,김***,2015-11-26,완료
8404,REST 방식으로 인증키를 작성해서 홈페이지 띄웠는데 API 내용이 안나와요,김***,2015-11-26,완료
8402,"동네예보 지점좌표(X,Y) 위치와 위경도 간의 전환 프로그램",전***,2015-11-25,완료
8401,컬럼명 문의,이***,2015-11-25,완료
8400,서울시 버스관련 api 인증 문제,이***,2015-11-25,완료
8382,OpenAPI활용,김***,2015-11-24,완료
8399,기상청 레이더 자료를 어디서 볼 수 있나요?,정**,2015-11-25,완료
8393,오픈 api 질문 드립니다.,천***,2015-11-25,완료
8396,인증키 인증오류 문의,오***,2015-11-25,완료
8389,서비스키 문의,김***,2015-11-25,완료
8391,담당자 문의,황***,2015-11-25,완료
8390,제주도 외국인 유동인구 DB관련,이***,2015-11-25,완료
8388,서비스키 관련 질문입니다.,이***,2015-11-25,완료
8384,오픈API 문의,이***,2015-11-25,완료
8385,활용계정의 트래픽 증가 신청,정***,2015-11-25,완료
8373,라이센스 표시 문의,유***,2015-11-24,완료
8381,열차정보서비스 OPEN API를 신청하였는데 인증키가 안떠요,김***,2015-11-24,완료
8341,황사관측조회 데이터 갱신 주기가 궁금합니다,박***,2015-11-19,완료
8380,공공데이터 포털 이용중,김***,2015-11-24,완료
8379,해운대구 자전거도로 정보 조회 서비스,박***,2015-11-24,완료
8374,자료 신청/승인 및 유료자료 관련 문의,정***,2015-11-24,완료
8378,전국자전거도로조회 데이터가안불러와지네요,박***,2015-11-24,완료
8376,오픈 api 데이터를 가져올수가 없습니다.,김***,2015-11-24,완료
8372,활용신청 승인 처리 얼마나 걸리는지요?,정***,2015-11-24,완료
